nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Exterior,Antigüedad,Conservación,Referencia,Tipo suelo,Carpintería exterior,Aire acondicionado,Calefacción,Cocina equipada,Comedor,Puerta blindada,Superficie solar,Agua,Terraza,Jardín,Piscina,Orientación,Urbanizado,Calle alumbrada,Calle asfaltada,Garaje,Trastero,Sistema de seguridad,Tipo de casa,Gastos de comunidad,Amueblado,Armarios empotrados,Chimenea,Teléfono,Ascensor,Carpintería interior,Vidrios dobles,Gas,Lavadero,Portero automático,Soleado,Se aceptan mascotas,Balcón,Interior,Adaptado a personas con movilidad reducida,Luz
Piso en calle Celdoni Guixa,HIPOGES IBERIA,785 €/m²,63.617 €,81 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-48380837980_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),81 m²,81 m²,,,2ª,,Entre 10 y 20 años,,DKRE-08352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer Major,HELLOFINCA.,1.291 €/m²,155.000 €,120 m²,https://www.pisos.com/comprar/casa-jorba_centro_urbano-50871289819_527713/,Anuncio actualizado el 24/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),120 m²,120 m²,2,2,,,Entre 30 y 50 años,A reformar,4527713-CASA JORBA 2,Gres,Aluminio,Frío,Gas natural,N/A,N/A,,,,N/A,,,,N/A,N/A,,2,,,,,,,,,,N/A,,,,,,N/A,,,,
Piso en  Barrio El Bedorc. Piera.,donpiso Central,2.323 €/m²,185.900 €,80 m²,https://www.pisos.com/comprar/piso-piera_centro_urbano-49199189204_109100/,Anuncio actualizado el 19/02/2025,"E, E","E, E",anoia (BCN),80 m²,70 m²,3,1,,Exterior calle,,,FE12-283655,Gres,Madera,,Eléctrica,,,,,,,,,Norte,,,,,N/A,,,,,,,,,,,Otra compañía,,,Por la mañana,,,,,
Casa en Avinguda d'Igualada,FINQUES TEIXIDÓ,1.720 €/m²,320.000 €,186 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-28354255186_100500/,Anuncio actualizado el 17/02/2025,"G, D","G, D",anoia (BCN),186 m²,,3,2,,,,,SA4220-VC-874/9895,Gres,,N/A,Gasoil,,N/A,,365 m²,,N/A,,,Sur,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Celdoni Guixa,HIPOGES IBERIA,793 €/m²,69.802 €,88 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-48425476666_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),88 m²,88 m²,,,1ª,,Entre 10 y 20 años,,DKRE-08344,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,N/A,,,
Finca rústica en Santa Maria de Miralles,IMMOBILIARIA LA PORTA,1.105 €/m²,398.000 €,360 m²,https://www.pisos.com/comprar/finca_rustica-santa_maria_de_miralles_centro_urbano-49208435901_522168/,Anuncio actualizado el 29/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),360 m²,360 m²,3,2,,,,En buen estado,522168-V333,,,,Gasoil,N/A,N/A,,,,,,,Sur,,,,,,,,,,,N/A,,,,N/A,,N/A,,,,,,,
"Chalet en Carrer de Sitges, nº -",ALTAMIRA,Error al procesar precio m²,A consultar,203 m²,https://www.pisos.com/comprar/chalet-cabrera_anoia_centro_urbano-40924451651_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),203 m²,202 m²,,,,,,,AM9-2061##2061_0201_PE0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Celdoni Guixa,HIPOGES IBERIA,797 €/m²,65.385 €,82 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-48396420365_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),82 m²,82 m²,,,1ª,,Entre 10 y 20 años,,DKRE-08342,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,N/A,,,
Piso en calle Celdoni Guixa,HIPOGES IBERIA,796 €/m²,58.120 €,73 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-48364653576_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),73 m²,64 m²,,,2ª,,Entre 10 y 20 años,,DKRE-08353,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,N/A,,,
Piso en calle Celdoni Guixa,HIPOGES IBERIA,984 €/m²,60.083 €,61 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-48422297401_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),61 m²,61 m²,,,2ª,,Entre 10 y 20 años,,DKRE-08350,,,,,,,,,,N/A,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Casa en Can Perellada,FINQUES TEIXIDÓ,1.698 €/m²,462.000 €,272 m²,https://www.pisos.com/comprar/casa-masquefa_centro_urbano-51728670512_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),272 m²,132 m²,4,3,,,Entre 20 y 30 años,,SA4220-VC-973/9895,Gres,,N/A,,,N/A,N/A,474 m²,N/A,N/A,N/A,Propia,,N/A,,,,N/A,,,,N/A,1,N/A,N/A,,,,,,,,,,,,
Casa en Urbanització Can Ros,HIPOGES IBERIA,1.075 €/m²,172.000 €,160 m²,https://www.pisos.com/comprar/casa-cabrera_anoia_centro_urbano-49189495882_100700/,Anuncio actualizado el 20/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),160 m²,133 m²,,,,,Entre 10 y 20 años,,BRRE-00085,,,,,,,,160 m²,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Sant Lluís,Aliseda Inmobiliaria,703 €/m²,38.000 €,54 m²,https://www.pisos.com/comprar/piso-igualada_centre-49205529476_107000/,Anuncio actualizado el 16/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),54 m²,,,,,,,,AS1-41043183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Llevant,Hounting,1.680 €/m²,84.000 €,50 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-46692254212_100500/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),50 m²,,1,1,3ª,N/A,,En buen estado,SA5364-2110/21100021/24,Tarima flotante,,,,N/A,,,,,N/A,,,Norte,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Centre,FINQUES TEIXIDÓ,1.463 €/m²,139.000 €,95 m²,https://www.pisos.com/comprar/duplex-piera_centro_urbano-48372457196_100500/,Anuncio actualizado el 17/02/2025,"G, F","G, F",anoia (BCN),95 m²,89 m²,2,2,2ª,,Entre 10 y 20 años,,SA4220-VP-340/9895,Gres,,,,,,,,,,,,Sur,,,,,,,,,,,,,N/A,,,,,,,,,,,
"Piso en Carrer d'El Bruc de Baix, 1",PROYECTOS BRUC,2.840 €/m²,125.000 €,44 m²,https://www.pisos.com/comprar/piso-el_bruc_centro_urbano-4519095416_109700/,Anuncio actualizado el 23/12/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),44 m²,,1,1,2ª,,,A estrenar,1097-21499240,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,N/A,,,
"Dúplex en Carrer d'El Bruc de Baix, 1",PROYECTOS BRUC,2.689 €/m²,199.000 €,74 m²,https://www.pisos.com/comprar/duplex-el_bruc_centro_urbano-4542836254_109700/,Anuncio actualizado el 08/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),74 m²,,1,1,2ª,,,A estrenar,1097-21499241,,,,,,,,,,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,N/A,,,
Piso en Carrer de Montserrat,Aliseda Inmobiliaria,1.547 €/m²,85.100 €,55 m²,https://www.pisos.com/comprar/piso-vilanova_del_cami_centro_urbano-48430368963_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),55 m²,,2,1,,,,A estrenar,AS1-592,,,,,,,,,,,N/A,,,,,,,,,,,,N/A,,,,,,,,,,,,,,
"Chalet pareado en Carrer de Francesc Macià, 16",Agencia no disponible,1.166 €/m²,210.000 €,180 m²,https://www.pisos.com/comprar/chalet_pareado-masquefa_centro_urbano-50872635633_109800/,Anuncio actualizado el 16/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),180 m²,180 m²,3,1,,,Entre 30 y 50 años,A reformar,21713091,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,
Casa adosada en Carrer Raval Sant Joan,Aliseda Inmobiliaria,429 €/m²,198.000 €,461 m²,https://www.pisos.com/comprar/casa_adosada-els_prats_de_rei-48414285702_105900/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),461 m²,,7,3,,,,,AN1-ANT00030659039,,,,,,,,,,,,,,,,,,,,Adosada,,,,,,,,,,,,,,,,,
"Casa adosada en Carrer de Barcelona, 22",Aliseda Inmobiliaria,1.102 €/m²,118.000 €,107 m²,https://www.pisos.com/comprar/casa_adosada-la_torre_de_claramunt_centro_urbano-48405700070_105900/,Anuncio actualizado el 25/12/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),107 m²,,4,1,,,,,AN1-ANT00030691014,,,,,,,,,,,,,,,,,,,,Adosada,,,,,,,,,,,,,,,,,
Casa en Carrer del Sol,VIVANTIAL,2.654 €/m²,215.000 €,81 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-49211598666_109300/,Anuncio actualizado el 08/02/2025,"G, G","G, G",anoia (BCN),81 m²,66 m²,,,,,,,EP618-14685-13,,,,,,,,,,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,,,
Piso en calle Canaletas,Aliseda Inmobiliaria,917 €/m²,67.000 €,73 m²,https://www.pisos.com/comprar/piso-jorba_centro_urbano-41719764394_105900/,Anuncio actualizado el 17/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),73 m²,,3,1,,,,,AN1-ANT00030685843,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,
Casa en Carrer de la Barquera,VIVANTIAL,373 €/m²,90.000 €,241 m²,https://www.pisos.com/comprar/casa-orpi_centro_urbano-50859396866_109300/,Anuncio actualizado el 15/02/2025,"E, E","E, E",anoia (BCN),241 m²,156 m²,,,,,,A reformar,EP618-16367-12,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Casa en Carrer del Carme,HIPOGES IBERIA,669 €/m²,79.000 €,118 m²,https://www.pisos.com/comprar/casa-calaf_centro_urbano-43394762097_100700/,Anuncio actualizado el 28/06/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),118 m²,96 m²,,,,,,,GIRE-1330001,,,,,,,,118 m²,,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,
Casa en Avinguda de Catalunya,VIVANTIAL,1.031 €/m²,165.000 €,160 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-50845134525_109300/,Anuncio actualizado el 30/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),160 m²,137 m²,,,,,,,EP618-15027-13,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Roger de Flor,HIPOGES IBERIA,968 €/m²,92.000 €,95 m²,https://www.pisos.com/comprar/piso-odena_centro_urbano-43383209504_100700/,Anuncio actualizado el 01/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),95 m²,84 m²,,,2ª,,Entre 10 y 20 años,,LIRE-06642,,,,,,,,,,N/A,,,,,,,,,,,,,N/A,,,,,,,,,,,N/A,,,
Piso en Carrer Torrent,Aliseda Inmobiliaria,1.153 €/m²,113.000 €,98 m²,https://www.pisos.com/comprar/piso-sant_marti_sesgueioles_centro_urbano-50866895732_104500/,Anuncio actualizado el 05/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),98 m²,,,,,,,,ASR1-SRB0000309895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda del Corral de la Farga,HIPOGES IBERIA,216 €/m²,44.000 €,203 m²,https://www.pisos.com/comprar/piso-la_pobla_de_claramunt_centro_urbano-47597083267_100700/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),203 m²,203 m²,,,,,,,SBRE-0112180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer de les Flors,VIVANTIAL,715 €/m²,113.000 €,158 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-30038356169_109300/,Anuncio actualizado el 28/01/2025,"F, G","F, G",anoia (BCN),158 m²,158 m²,,,,,,,EP618-7449-13,,,,,,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,
Casa en Plaça Gran,HIPOGES IBERIA,137 €/m²,36.500 €,266 m²,https://www.pisos.com/comprar/casa-calaf_centro_urbano08280-43429102417_100700/,Anuncio actualizado el 08/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),266 m²,266 m²,,,,,Más de 50 años,,ASRE-00086,,,,,,,,266 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer de la Rimbalda,HIPOGES IBERIA,675 €/m²,73.000 €,108 m²,https://www.pisos.com/comprar/casa-la_llacuna_centro_urbano-43401467534_100700/,Anuncio actualizado el 02/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),108 m²,108 m²,,,,,,,ALRE-04905,,,,,,,,108 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Salvador Segui Noi Sucre,HIPOGES IBERIA,1.076 €/m²,70.000 €,65 m²,https://www.pisos.com/comprar/piso-la_pobla_de_claramunt_centro_urbano-48335916326_100700/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),65 m²,65 m²,,,2ª,,Más de 50 años,,LIRE-20095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer Baix de Sant Antoni, nº .",Housfy real Estate,2.770 €/m²,205.000 €,74 m²,https://www.pisos.com/comprar/piso-els_hostalets_de_pierola08781-51667051578_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),74 m²,74 m²,3,2,2ª,,,,EP442-834838,,,N/A,N/A,,,,,,N/A,,,,,,,N/A,N/A,,,,,,,,N/A,,,,,,,,,,,
Casa adosada en Carrer de la Soledat,HIPOGES IBERIA,500 €/m²,225.000 €,450 m²,https://www.pisos.com/comprar/casa_adosada-igualada_centre-48408148632_100700/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),450 m²,450 m²,,,,,Más de 50 años,,ALRE-00615,,,,,,,,450 m²,,,,,,,,,,,,Adosada,,,,,,,,,,,,,,,,,
Casa en Calonge de Segarra,L@MFINQUES,803 €/m²,249.000 €,310 m²,https://www.pisos.com/comprar/casa-calonge_de_segarra_centro_urbano-48427945724_501283/,Anuncio actualizado el 18/02/2025,"E, E","E, E",anoia (BCN),310 m²,179 m²,5,3,,,Entre 20 y 30 años,En buen estado,501283-010232,Gres,Aluminio,Frío y calor,Gasoil,N/A,N/A,N/A,,,35m²,Privado,,Sureste,,,,2,,N/A,,,N/A,,N/A,,,N/A,N/A,,N/A,,,,,,,
Casa en Carrer de Pere III,HIPOGES IBERIA,632 €/m²,355.000 €,561 m²,https://www.pisos.com/comprar/casa-les_comes08700-49200209949_100700/,Anuncio actualizado el 20/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),561 m²,,,,,,Entre 30 y 50 años,,ALRE-00320,,,,,,,,561 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer de Josep Tarradellas,HIPOGES IBERIA,1.402 €/m²,101.000 €,72 m²,https://www.pisos.com/comprar/casa-la_torre_de_claramunt_centro_urbano-48352677290_100700/,Anuncio actualizado el 11/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),72 m²,63 m²,,,,,Más de 50 años,,REGA-00906,,,,,,,,72 m²,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle calle San Jorge 9 2 2,HIPOGES IBERIA,796 €/m²,64.500 €,81 m²,https://www.pisos.com/comprar/piso-santa_margarida_de_montbui_centro_urbano-50066334523_100700/,Anuncio actualizado el 12/12/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),81 m²,81 m²,,,,,,,FRRE-00150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Ronda Montserrat,VIVANTIAL,979 €/m²,235.000 €,240 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-50875449890_109300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),240 m²,224 m²,,,,,,,EP618-14719-13,,,,,,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,
Casa adosada en Calaf,L@MFINQUES,2.450 €/m²,245.000 €,100 m²,https://www.pisos.com/comprar/casa_adosada-calaf_centro_urbano-78417117057_501283/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),100 m²,100 m²,3,1,,,,En buen estado,501283-008862,,Aluminio,,Gasoil,N/A,N/A,N/A,100 m²,,10m²,,,,,,,2,,,Adosada,,,,,,,Madera,N/A,,,,,,,,,
Piso en Carrer de Roger de Flor,HIPOGES IBERIA,960 €/m²,72.000 €,75 m²,https://www.pisos.com/comprar/piso-odena_centro_urbano-43405426455_100700/,Anuncio actualizado el 01/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),75 m²,65 m²,,,1ª,,Entre 10 y 20 años,,LIRE-06641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,
Casa en calle Cl Figueres-Pinedes,HIPOGES IBERIA,608 €/m²,134.500 €,221 m²,https://www.pisos.com/comprar/casa-la_torre_de_claramunt_centro_urbano-48357384020_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),221 m²,221 m²,,,,,Entre 30 y 50 años,,AURE-31161,,,,,,,,221 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer de Calaf,HIPOGES IBERIA,1.050 €/m²,167.000 €,159 m²,https://www.pisos.com/comprar/casa-la_torre_de_claramunt_centro_urbano-47512875749_100700/,Anuncio actualizado el 05/09/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),159 m²,106 m²,,,,,,,SBRE-0112044,,,,,,,,159 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Ctra. de Solsona,HIPOGES IBERIA,807 €/m²,109.000 €,135 m²,https://www.pisos.com/comprar/piso-calaf_centro_urbano08280-43416348576_100700/,Anuncio actualizado el 01/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),135 m²,135 m²,,,2ª,,Entre 10 y 20 años,,LIRE-04511,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
Casa en Carrer dels Remeis,VIVANTIAL,989 €/m²,190.000 €,192 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-48358353494_109300/,Anuncio actualizado el 07/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),192 m²,168 m²,,,,,,,EP618-14746-13,,,,,,,,,,N/A,,N/A,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,
Piso en Santa Margarida de Montbui,CMS INMOBILIARIA.,1.252 €/m²,192.901 €,154 m²,https://www.pisos.com/comprar/piso-santa_margarida_de_montbui_centro_urbano-50067151167_108900/,Anuncio actualizado el 17/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),154 m²,,2,1,,,,,XA282-8027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer del Sol,HIPOGES IBERIA,4.212 €/m²,341.200 €,81 m²,https://www.pisos.com/comprar/casa-vilanova_del_cami_centro_urbano-47583969397_100700/,Anuncio actualizado el 29/10/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),81 m²,62 m²,,,,,Entre 10 y 20 años,,SBRE-0041450,,,,,,,,81 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer de Cervantes, 26",Agencia no disponible,1.428 €/m²,90.000 €,63 m²,https://www.pisos.com/comprar/piso-piera_centro_urbano-49249902956_109800/,Anuncio actualizado el 05/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),63 m²,,2,1,Bajo,N/A,Entre 20 y 30 años,En buen estado,21551452,,,Frío y calor,,,,,,,,,,,,,,,,,,Entre 10 y 20 €,,,,,,,,,,,N/A,,,,,
Piso en calle Miquel Martí I Pol,TAMM SERVEIS IMMOBILIARIS,1.597 €/m²,222.000 €,139 m²,https://www.pisos.com/comprar/piso-piera_centro_urbano-51684990748_101300/,Anuncio actualizado el 20/02/2025,"E, E","E, E",anoia (BCN),139 m²,125 m²,4,2,,,Entre 10 y 20 años,,API173-BLUE 820-418,,,,N/A,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
"Casa unifamiliar en Avinguda de Catalunya, 49",Agencia no disponible,1.356 €/m²,175.000 €,129 m²,https://www.pisos.com/comprar/casa_unifamiliar-cabrera_anoia_centro_urbano-51697645864_109800/,Anuncio actualizado el 13/02/2025,"E, E","E, E",anoia (BCN),129 m²,,3,1,,,Entre 30 y 50 años,En buen estado,21777347,,,,,,,,607 m²,,,,,,,,,,,,Unifamiliar,N/A,,,,,,,,,,,,,,,,
"Dúplex en Carrer de Milà i Fontanals, 33",Agencia no disponible,2.187 €/m²,175.000 €,80 m²,https://www.pisos.com/comprar/duplex-igualada_ponent08700-48410788164_109800/,Anuncio actualizado el 17/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),80 m²,75 m²,3,2,3ª,N/A,Entre 10 y 20 años,En buen estado,21476160,Gres,Aluminio,Frío y calor,Eléctrica,N/A,,,,,N/A,,,Sur,,,,,N/A,,,N/A,N/A,2,,,N/A,,N/A,,,,N/A,,N/A,,,
Piso en Plaça de Santa Anna,HIPOGES IBERIA,837 €/m²,62.000 €,74 m²,https://www.pisos.com/comprar/piso-santa_margarida_de_montbui_centro_urbano-48344725017_100700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),74 m²,64 m²,,,1ª,,Más de 50 años,,ALRE-02633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casa unifamiliar en Carretera Vella, 1",Agencia no disponible,1.586 €/m²,460.000 €,290 m²,https://www.pisos.com/comprar/casa_unifamiliar-masquefa_centro_urbano-50931048735_109800/,Anuncio actualizado el 30/01/2025,"D, D","D, D",anoia (BCN),290 m²,,5,3,,,Entre 20 y 30 años,En buen estado,21739892,Gres,,Frío y calor,Gas natural,,,,525 m²,,N/A,Privado,Propia,Suroeste,N/A,N/A,N/A,2,,,Unifamiliar,N/A,,,,,,,N/A,,N/A,,,,,,N/A,
Casa pareada en Jorba,SELECTION MED,8.947 €/m²,850.000 €,95 m²,https://www.pisos.com/comprar/casa_pareada-jorba_centro_urbano-50016286405_109300/,Anuncio actualizado el 20/12/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),95 m²,,3,4,,,,,EP736-428-03790P,,,,,,,,,,N/A,,,,,,,,,,Pareada,,,,,,,,,,,,,,,,,
Casa en Jorba,SELECTION MED,8.238 €/m²,2.595.000 €,315 m²,https://www.pisos.com/comprar/casa-jorba_centro_urbano-49232474287_109300/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),315 m²,,3,4,,,,,EP736-428-03716P,,,,,,,,853 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en Carrer Major, 3",Agencia no disponible,395 €/m²,85.000 €,215 m²,https://www.pisos.com/comprar/casa_adosada-carme_centro_urbano-50892938088_109800/,Anuncio actualizado el 15/01/2025,"G, G","G, G",anoia (BCN),215 m²,215 m²,4,1,,,Más de 50 años,En buen estado,21688625,,,,Gasoil,,,,220 m²,,N/A,,,Noreste,N/A,N/A,N/A,1,,,Adosada,N/A,,1,N/A,,,,,,N/A,,,,,,,
Finca rústica en Castellfollit del Boix,finques GALI,16 €/m²,290.000 €,147 m²,https://www.pisos.com/comprar/finca_rustica-castellfollit_del_boix_centro_urbano-45076512868_106700/,Anuncio actualizado el 07/06/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),147 m²,120 m²,4,1,,,,,IFC128-FIN_2019,,,,,,,,17.150 m²,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Castellfollit del Boix,INMOAGENCE,2.478 €/m²,290.000 €,117 m²,https://www.pisos.com/comprar/chalet-castellfollit_del_boix_centro_urbano-48360469371_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),117 m²,92 m²,4,2,,,Entre 30 y 50 años,En buen estado,SA5599-049,,,,,,,,10.300 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chalet rústico en Camí de Cal Costa, 1",Agencia no disponible,821 €/m²,290.000 €,353 m²,https://www.pisos.com/comprar/chalet_rustico-castellfollit_del_boix_centro_urbano-44209245079_109800/,Anuncio actualizado el 05/06/2024,"E, E","E, E",anoia (BCN),353 m²,,4,2,,,Entre 30 y 50 años,Reformado,21089381,,Madera,,Eléctrica,N/A,,N/A,17.147 m²,,N/A,Privado,Propia,,,,,Más de 2,,,,N/A,N/A,2,N/A,,,,N/A,,N/A,,,,,,,
Casa en  Residencial La Font del Bosc,donpiso Central,1.428 €/m²,357.000 €,250 m²,https://www.pisos.com/comprar/casa-mediona_centro_urbano-30057561750_109100/,Anuncio actualizado el 16/01/2025,"D, D","D, D",anoia (BCN),250 m²,,5,4,,,,,FE12-160204,Gres,Aluminio,,N/A,,,,,,N/A,N/A,N/A,Norte,,,,,,,,,,,,,,,,Otra compañía,,,,,,,,
Chalet en En El Pueblo,BEST HOUSE BARCELONA SANTS,1.005 €/m²,181.000 €,180 m²,https://www.pisos.com/comprar/chalet-mediona_centro_urbano-5882635408_100500/,Anuncio actualizado el 17/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),180 m²,180 m²,4,2,,,Más de 50 años,,SA431-616652/5661,,,,,,N/A,,600 m²,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Casa en La Font del Bosc,MACROFINCAS S.L,824 €/m²,160.000 €,194 m²,https://www.pisos.com/comprar/casa-mediona_centro_urbano-39258282091_100500/,Anuncio actualizado el 18/02/2025,"G, G","G, G",anoia (BCN),194 m²,171 m²,3,2,,,Entre 20 y 30 años,,SA565-MCB3393UC/1454,Gres,,,,,N/A,,830 m²,N/A,N/A,N/A,,,N/A,,,1,,,,,,,N/A,,,,,,,,,,,,,
