nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Superficie solar,Habitaciones,Baños,Antigüedad,Conservación,Referencia,Tipo suelo,Aire acondicionado,Cocina equipada,Lavadero,Trastero,Terraza,Jardín,Planta,Exterior,Calefacción,Ascensor,Adaptado a personas con movilidad reducida,Balcón,Soleado,Armarios empotrados,Chimenea,Garaje,Piscina,Orientación,Gastos de comunidad,Puerta blindada,Tipo de casa,Carpintería exterior,Vidrios dobles,Sistema de seguridad,Agua,Teléfono,Luz,Gas,Urbanizado,Calle alumbrada,Calle asfaltada,Carpintería interior,Comedor,Portero automático,Interior,Amueblado,Se aceptan mascotas,No se aceptan mascotas
Piso en Carretera de Ribes,HABITATGE,2.034 €/m²,175.000 €,86 m²,https://www.pisos.com/comprar/piso-aiguafreda_centro_urbano-50899415915_110700/,Anuncio actualizado el 18/02/2025,"F, F","F, F",valles_oriental (BCN),86 m²,62 m²,,3,1,Entre 20 y 30 años,En buen estado,1107-VP12501-04,Gres,Frío,N/A,,,N/A,,Bajo,N/A,Gas natural,,,N/A,N/A,,,,,Este,N/A,,,Aluminio,N/A,,N/A,N/A,,,,,,,N/A,N/A,,,,
Casa en Sant Feliu de Codines,Engel & Völkers MMC Barcelona,1.199 €/m²,595.000 €,496 m²,https://www.pisos.com/comprar/casa-sant_feliu_de_codines_centro_urbano-45882650228_101800/,Anuncio actualizado el 16/07/2024,"F, E","F, E",valles_oriental (BCN),496 m²,,1.433 m²,6,4,Entre 30 y 50 años,,IF76306-I-00YGD0-W-02KQS1,,,,,,,Privado,,,Central,,,,,1,,1,Propia,,,,,,,,,,,,,,,,,,,,,
"Dúplex en Carrer de València, 15",Nou Niu,3.362 €/m²,380.000 €,113 m²,https://www.pisos.com/comprar/duplex-granollers_centre08401-5006640893_109700/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),113 m²,,,3,3,,A estrenar,1097-21585257,,,,,,N/A,,2ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Vallromanes,NCLOTI GRUP GESTOR,5 €/m²,278.000 €,46.861 m²,https://www.pisos.com/comprar/casa-vallromanes_centro_urbano-30903855879_118700/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),46.861 m²,46.861 m²,,,,Más de 50 años,,1187-031034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Llinars del Vallès,Engel & Völkers MMC Barcelona,1.217 €/m²,520.000 €,427 m²,https://www.pisos.com/comprar/casa-llinars_del_valles_centro_urbano-48367474601_101800/,Anuncio actualizado el 22/01/2025,"E, E","E, E",valles_oriental (BCN),427 m²,,200 m²,6,3,Más de 50 años,,IF76306-I-00YR15-W-02TJXP,,,,,,,Privado,,,Central,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Casa en Sant Fost de Campsentelles,Engel & Völkers MMC Barcelona,2.000 €/m²,490.000 €,245 m²,https://www.pisos.com/comprar/casa-sant_fost_de_campsentelles_centro_urbano-50912746841_101800/,Anuncio actualizado el 23/01/2025,"D, C","D, C",valles_oriental (BCN),245 m²,,,4,3,Entre 20 y 30 años,,IF76306-I-00YYZX-W-02VWMR,,,N/A,N/A,N/A,N/A,Privado,,,Central,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Corró d'Avall,Engel & Völkers MMC Barcelona,3.055 €/m²,268.900 €,88 m²,https://www.pisos.com/comprar/apartamento-corro_avall-48428538726_101800/,Anuncio actualizado el 19/11/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),88 m²,,,3,2,Menos de 5 años,,IF76306-I-00YRTV-W-02XJN5,,,,,,,,1ª,,Central,N/A,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda de Pau Casals,ONLLAR IMMOBILIÀRIA,1.686 €/m²,140.000 €,83 m²,https://www.pisos.com/comprar/piso-llinars_del_valles_centro_urbano-45892167133_100500/,Anuncio actualizado el 19/02/2025,"G, F","G, F",valles_oriental (BCN),83 m²,72 m²,,2,1,Más de 50 años,,SA2977-5593/6518,,,,,,N/A,,4ª,,,,,,,,,,,Este,,,,,,,,,,,,,,,N/A,,,,,
Piso en Bon Repòs,L´ALTELL,3.696 €/m²,950.000 €,257 m²,https://www.pisos.com/comprar/piso-bigues-50065134972_109300/,Anuncio actualizado el 20/02/2025,"E, E","E, E",valles_oriental (BCN),257 m²,,,4,2,Entre 20 y 30 años,,EP748-9415830,,,N/A,N/A,N/A,,,,N/A,Yes,,,,,,N/A,,,,,,,,,N/A,,N/A,,,,,,,N/A,,,,,
Piso en Carrer de Girona,Aliseda Inmobiliaria,3.495 €/m²,153.800 €,44 m²,https://www.pisos.com/comprar/piso-les_franqueses_del_valles_bellavista-51720576335_109700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),44 m²,,,1,1,,A estrenar,AS1-00C0001689,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Casa en La Penya,FINQUES AFISA,Error al procesar precio m²,A consultar,900 m²,https://www.pisos.com/comprar/casa-cardedeu_centro_urbano-76953107735_115700/,Anuncio actualizado el 12/12/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),900 m²,900 m²,6.300 m²,6,5,Entre 30 y 50 años,En buen estado,1157-001619,N/A,,N/A,N/A,,N/A,N/A,,,N/A,,,,,N/A,N/A,N/A,N/A,N/A,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,,,,,
Piso en Carrer de Colòmbia,TU PISO LOW COST,4.166 €/m²,300.000 €,72 m²,https://www.pisos.com/comprar/piso-font_verda08402-51675452291_527950/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),72 m²,72 m²,,3,1,Entre 20 y 30 años,En buen estado,4527950-000349,,,N/A,N/A,,N/A,,2ª,,,N/A,,,N/A,,,1,,,,,,,,,,,,,,,,,N/A,,,,,
Ático en Corró d'Avall,Engel & Völkers MMC Barcelona,3.125 €/m²,312.500 €,100 m²,https://www.pisos.com/comprar/atico-corro_avall-48357120580_101800/,Anuncio actualizado el 19/11/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),100 m²,,,2,2,Menos de 5 años,,IF76306-I-00YRUF-W-02XJO2,,,,,,,,2ª,,Central,N/A,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Ático en Corró d'Avall,Engel & Völkers MMC Barcelona,3.317 €/m²,364.900 €,110 m²,https://www.pisos.com/comprar/atico-corro_avall-48363439865_101800/,Anuncio actualizado el 19/11/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),110 m²,,,3,3,Menos de 5 años,,IF76306-I-00YRUN-W-02XJOD,,,,,,,,2ª,,Central,N/A,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Casa en Lliçà D´Amunt,Tot Immobles San Narciso,1.736 €/m²,330.000 €,190 m²,https://www.pisos.com/comprar/casa-llica_amunt_centro_urbano-51693751657_998850/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),190 m²,190 m²,471 m²,3,2,Entre 30 y 50 años,En buen estado,4998850-TOT-2366,Terrazo,Frío y calor,N/A,N/A,,N/A,Privado,,,Gas natural,,,,,Más de 2,N/A,1,,,,,,Aluminio,,,,,,,N/A,N/A,N/A,Madera,N/A,,,,,
"Piso en Carrer de València, 15",Nou Niu,3.118 €/m²,315.000 €,101 m²,https://www.pisos.com/comprar/piso-granollers_centre08401-4974979067_109700/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),101 m²,,,3,2,,A estrenar,1097-21585214,,,,,,N/A,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Rector Tomàs Vila,Asif Grup,1.800 €/m²,225.000 €,125 m²,https://www.pisos.com/comprar/piso-sant_feliu_de_codines_centro_urbano-4204130096_101800/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),125 m²,,,4,1,,,IF76363-VSF-0179,,,,N/A,,N/A,,1ª,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer de Alsina, 30",ICASA GRUP,3.819 €/m²,233.000 €,61 m²,https://www.pisos.com/comprar/piso-mollet_del_valles_centre-37596646156_116800/,Anuncio actualizado el 16/01/2025,"A, A","A, A",valles_oriental (BCN),61 m²,52 m²,,2,2,Menos de 5 años,A estrenar,1168-VP0250,Parquet,Frío y calor,Americana,1.28m²,,,Comunitario,Bajo,,Eléctrica,N/A,,,N/A,Más de 2,,,Comunitaria,Este,,N/A,,Aluminio,N/A,,,,,,,,,,20.49m²,N/A,,,,
Piso en Carrer de Joan Vidal i Jumbert,UBICA´T GESTIÓ IMMOBILIARIA,1.655 €/m²,255.000 €,154 m²,https://www.pisos.com/comprar/piso-congost_can_gili-34241237685_522005/,Anuncio actualizado el 30/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),154 m²,138 m²,,5,2,Entre 30 y 50 años,En buen estado,522005-GR-38,Gres,,N/A,N/A,,,,1ª,N/A,Gas natural,,,N/A,,,,,,Norte,Entre 10 y 20 €,N/A,,Aluminio,N/A,N/A,,N/A,,N/A,,,,N/A,N/A,N/A,,N/A,N/A,
Chalet en Bigues,IMMOMAX,1.367 €/m²,465.000 €,340 m²,https://www.pisos.com/comprar/chalet-bigues-50843779841_109300/,Anuncio actualizado el 23/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),340 m²,179 m²,,5,2,,En buen estado,EP950-17060,,Frío y calor,N/A,,N/A,N/A,,,,Eléctrica,,,,,,N/A,2,Propia,Sur,,,,,,,N/A,,,,,,,,,,,,,
Casa en La Garriga,Engel & Völkers MMC Barcelona,535 €/m²,3.000.000 €,5.600 m²,https://www.pisos.com/comprar/casa-la_garriga_centro_urbano-8337495016_101800/,Anuncio actualizado el 15/01/2025,"D, D","D, D",valles_oriental (BCN),5.600 m²,,180.000 m²,3,1,Más de 50 años,,IF76306-I-00U0ME-W-02JSVZ,,,,,,,,,,,,,,,,,,,A la montaña,,,,,,,,,,,,,,,,,,,,
Casa en Sant Celoni,Engel & Völkers MMC Barcelona,1.370 €/m²,525.000 €,383 m²,https://www.pisos.com/comprar/casa-sant_celoni_centro_urbano-18416853365_101800/,Anuncio actualizado el 13/02/2025,"B, C","B, C",valles_oriental (BCN),383 m²,,2.326 m²,5,4,Entre 10 y 20 años,,IF76306-I-00V0CV-W-02MAG6,,,N/A,N/A,N/A,N/A,Privado,,,Central,,,,,1,,1,,A la montaña,,,,,,,,,,,,,,,,,,,,
Casa en El Serrat,L´ALTELL,1.624 €/m²,644.900 €,397 m²,https://www.pisos.com/comprar/casa-ametlla_del_valles_centro_urbano-51731020971_109300/,Anuncio actualizado el 20/02/2025,"F, E","F, E",valles_oriental (BCN),397 m²,340 m²,793 m²,5,3,Entre 30 y 50 años,,EP748-9415864,,,N/A,,,,N/A,,,Yes,,,,,,N/A,N/A,,,,,,,,N/A,,,,,,,,,N/A,,,,,
Piso en Plana Lledó,Nou Niu,1.746 €/m²,124.000 €,71 m²,https://www.pisos.com/comprar/piso-plana_lledo_can_borrell_gallecs_lourdes08100-50894898941_511608/,Anuncio actualizado el 12/02/2025,"G, E","G, E",valles_oriental (BCN),71 m²,65 m²,,3,1,Más de 50 años,A reformar,511608-REMO-01067,Gres,,N/A,N/A,,,,2ª,N/A,Gas natural,N/A,,N/A,N/A,,,,,Oeste,,,,Aluminio,N/A,,,,,N/A,,,,,N/A,,,,,
Piso en Rambla Nova,Aliseda Inmobiliaria,1.435 €/m²,112.000 €,78 m²,https://www.pisos.com/comprar/piso-mollet_del_valles_santa_rosa-41764121760_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),78 m²,,,3,1,,,AN1-ANT00030666842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer Major,FINCAS RO,2.090 €/m²,207.000 €,99 m²,https://www.pisos.com/comprar/piso-parets_del_valles_centro_urbano08150-50004637276_100500/,Anuncio actualizado el 19/02/2025,"G, B","G, B",valles_oriental (BCN),99 m²,89 m²,,3,1,,,SA5741-OA-05781/12251,Gres,,,,,,,3ª,,,N/A,,N/A,,,,,,,,N/A,,,,,,,,,,,,,,,,,,
Casa en Església,FINQUES AFISA,Error al procesar precio m²,A consultar,600 m²,https://www.pisos.com/comprar/casa-santa_maria_de_palautordera_centro_urbano-29198208043_115700/,Anuncio actualizado el 27/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),600 m²,600 m²,,5,1,Más de 50 años,A reformar,1157-009689,,,N/A,,,,,,,,,,,,,,,,,,,,Madera,,,,,,,N/A,N/A,N/A,,N/A,,,,,
Casa en Caldes de Montbui,A DINS 1964 Serveis Immobiliaris S.L.,1.666 €/m²,390.000 €,234 m²,https://www.pisos.com/comprar/casa-caldes_de_montbui_centro_urbano-38411290178_417500/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),234 m²,200 m²,,4,2,Entre 30 y 50 años,En buen estado,4175-100545,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,N/A,N/A,,N/A,,,,,
Chalet en Can Camp,L´ALTELL,1.648 €/m²,600.000 €,364 m²,https://www.pisos.com/comprar/chalet-ametlla_del_valles_centro_urbano-47573513928_109300/,Anuncio actualizado el 20/02/2025,"E, E","E, E",valles_oriental (BCN),364 m²,,1.055 m²,5,4,Más de 50 años,,EP748-9415811,,Yes,N/A,N/A,N/A,,N/A,,,Yes,,,,,,N/A,N/A,Yes,,,,,,,,,N/A,,,,,,,N/A,,,,,
Casa en Carrer de l'Avet,CANO & PUJOL,2.250 €/m²,450.000 €,200 m²,https://www.pisos.com/comprar/casa-llica_amunt_centro_urbano-48336878656_109300/,Anuncio actualizado el 25/10/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),200 m²,,,6,4,,A reformar,EP1034-5781,,,N/A,,N/A,N/A,,,,,,,,,,En salón,Más de 2,Propia,,,,,,,,N/A,,,,,,,,,,,,,
Casa en Carrer d'Àngel Guimerà,A DINS 1964 Serveis Immobiliaris S.L.,2.043 €/m²,380.000 €,186 m²,https://www.pisos.com/comprar/casa-caldes_de_montbui_centro_urbano-47514301971_417500/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),186 m²,180 m²,400 m²,4,3,Entre 20 y 30 años,En buen estado,4175-100685,Gres,,N/A,N/A,,N/A,Privado,,,Gasoil,,,,,,,2,,,,,,,N/A,,,,,,N/A,N/A,N/A,,N/A,,,,,
Piso en Carrer de Girona,Aliseda Inmobiliaria,3.838 €/m²,207.300 €,54 m²,https://www.pisos.com/comprar/piso-les_franqueses_del_valles_bellavista-50094597499_109700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),54 m²,,,2,1,,A estrenar,-00C0001689,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Can Marquès,L´ALTELL,1.176 €/m²,480.000 €,408 m²,https://www.pisos.com/comprar/chalet-santa_eulalia_de_roncana_centro_urbano-41721734304_109300/,Anuncio actualizado el 20/02/2025,"E, D","E, D",valles_oriental (BCN),408 m²,,640 m²,4,3,Entre 10 y 20 años,,EP748-9415515,,Yes,N/A,N/A,N/A,,N/A,,,Yes,,,,,,,N/A,,,,N/A,,,,,,,,,,,,,N/A,,,,,
Piso en Corró d'Avall,Engel & Völkers MMC Barcelona,3.408 €/m²,340.800 €,100 m²,https://www.pisos.com/comprar/piso-corro_avall-4980956541_109700/,Anuncio actualizado el 27/12/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),100 m²,,,3,3,,A estrenar,IF76306-D-000MBH,,Frío y calor,,,,,,,,,,N/A,N/A,,,,N/A,,A la montaña,,,,Aluminio,N/A,,,,,,,,,,,,,,,
Casa en Bigues,Engel & Völkers MMC Barcelona,1.117 €/m²,485.000 €,434 m²,https://www.pisos.com/comprar/casa-bigues-49204854807_101800/,Anuncio actualizado el 13/02/2025,"E, E","E, E",valles_oriental (BCN),434 m²,,2.956 m²,6,2,Entre 30 y 50 años,,IF76306-I-00YTJT-W-02XKK8,,,N/A,,N/A,N/A,Privado,,,Central,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Ático en Corró d'Avall,Engel & Völkers MMC Barcelona,3.125 €/m²,312.500 €,100 m²,https://www.pisos.com/comprar/atico-corro_avall-48424799691_101800/,Anuncio actualizado el 19/11/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),100 m²,,,2,2,Menos de 5 años,,IF76306-I-00YRTX-W-02XJN9,,,,,,,,2ª,,Central,N/A,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Casa en Llinars del Vallès,INMODERNA GSI,2.568 €/m²,899.000 €,350 m²,https://www.pisos.com/comprar/casa-llinars_del_valles_centro_urbano-30910998230_101300/,Anuncio actualizado el 13/02/2025,"A, A","A, A",valles_oriental (BCN),350 m²,300 m²,,5,3,,Reformado,API222-0250,,,,N/A,N/A,,,,,N/A,,,,,,,,,4 vientos,,,,,,,,,,,,,,,,,,,,
Piso en L'Hostal-Lledoner,GERMA JULI,2.176 €/m²,185.000 €,85 m²,https://www.pisos.com/comprar/piso-hostal_lledoner08402-47550608827_994242/,Anuncio actualizado el 18/02/2025,"E, E","E, E",valles_oriental (BCN),85 m²,85 m²,,3,1,Entre 30 y 50 años,En buen estado,994242-1011,Mármol,,N/A,,,,,8ª,N/A,Gas natural,N/A,,N/A,,1,,,,A la montaña,,,,,,,,,,,,,,,,,,,,
Casa en Vilanova del Vallès,Engel & Völkers MMC Barcelona,2.385 €/m²,990.000 €,415 m²,https://www.pisos.com/comprar/casa-vilanova_del_valles_centro_urbano-45081879481_101800/,Anuncio actualizado el 24/09/2024,"E, E","E, E",valles_oriental (BCN),415 m²,,12.797 m²,5,5,Entre 30 y 50 años,,IF76306-I-00YDUG-W-02VMCW,,,N/A,N/A,N/A,N/A,Privado,,,,,,,,1,,1,Propia,,,,,,,,,,,,,,,,,,,,,
Casa en Montornès del Vallès,Engel & Völkers MMC Barcelona,1.880 €/m²,1.200.000 €,638 m²,https://www.pisos.com/comprar/casa-montornes_del_valles_centro_urbano-17572734300_101800/,Anuncio actualizado el 21/05/2024,"F, F","F, F",valles_oriental (BCN),638 m²,,4.911 m²,5,4,Más de 50 años,,IF76306-I-00UXQH-W-02MFJQ,,,N/A,N/A,N/A,N/A,Privado,,,Central,,,,,1,,1,Propia,A la montaña,,,,,,,,,,,,,,,,,,,,
Finca rústica en Saulons Den Déu,L´ALTELL,89 €/m²,79.000 €,884 m²,https://www.pisos.com/comprar/finca_rustica-bigues-48341191917_109300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),,,884 m²,,,,,EP748-9415529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en La Batlloria,FINQUES  ALPHA,1.388 €/m²,275.000 €,198 m²,https://www.pisos.com/comprar/casa_adosada-la_batlloria-51724418634_108500/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),198 m²,,,4,2,,,AG652-4033/3475,Parquet,,,,,,,,,,,,,,,,,,,,,Adosada,,,,,,,,,,,,,,,,,
Casa en Sant Antoni de Vilamajor,Engel & Völkers MMC Barcelona,1.527 €/m²,770.000 €,504 m²,https://www.pisos.com/comprar/casa-sant_antoni_de_vilamajor_centro_urbano-51731439486_101800/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),504 m²,,2.239 m²,7,3,Entre 30 y 50 años,,IF76306-I-00Z1OX-W-02YGA5,,,N/A,,N/A,N/A,Privado,,,Central,,,,,1,,1,Propia,,,,,,,,,,,,,,,,,,,,,
Casa en Caldes de Montbui,Engel & Völkers MMC Barcelona,687 €/m²,550.000 €,800 m²,https://www.pisos.com/comprar/casa-caldes_de_montbui_centro_urbano-33366254070_101800/,Anuncio actualizado el 08/01/2025,"D, D","D, D",valles_oriental (BCN),800 m²,,,5,4,Entre 30 y 50 años,,IF76306-I-00WWW7-W-02RXPM,,,N/A,,,,,,,Central,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Girona,Aliseda Inmobiliaria,3.994 €/m²,275.600 €,69 m²,https://www.pisos.com/comprar/piso-les_franqueses_del_valles_bellavista-50026915608_109700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),69 m²,,,2,1,,A estrenar,-00C0001689,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Corró d'Avall,Engel & Völkers MMC Barcelona,3.031 €/m²,242.500 €,80 m²,https://www.pisos.com/comprar/apartamento-corro_avall-48382381348_101800/,Anuncio actualizado el 19/11/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),80 m²,,,3,2,Menos de 5 años,,IF76306-I-00YRTS-W-02XJN4,,,,,,,,1ª,,Central,N/A,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Casa en L'Ametlla del Vallès,Engel & Völkers MMC Barcelona,2.326 €/m²,570.000 €,245 m²,https://www.pisos.com/comprar/casa-ametlla_del_valles_centro_urbano-44236742958_101800/,Anuncio actualizado el 08/10/2024,"A, A","A, A",valles_oriental (BCN),245 m²,,990 m²,,,,,IF76306-I-00Y8FP-W-02VKNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finca rústica en Santa Eulàlia de Ronçana,ESENCIA DE HOGAR,278 €/m²,375.000 €,679 m²,https://www.pisos.com/comprar/finca_rustica-santa_eulalia_de_roncana_centro_urbano-50002805965_528718/,Anuncio actualizado el 11/12/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),679 m²,450 m²,1.345 m²,5,1,,A reformar,4528718-E&H-0065,Mármol,,N/A,N/A,,N/A,,,,,,,,,,N/A,Más de 2,,Sureste,,,,Madera,,,,N/A,,,N/A,N/A,N/A,,N/A,,,,N/A,
Casa en Llinars del Vallès,DOM COSTA BRAVA,2.568 €/m²,899.000 €,350 m²,https://www.pisos.com/comprar/casa-llinars_del_valles_centro_urbano-50849932861_101300/,Anuncio actualizado el 15/02/2025,"A, A","A, A",valles_oriental (BCN),350 m²,300 m²,,5,3,,,API149-0250,,,,N/A,N/A,,,,,N/A,,,,,,,,,4 vientos,,,,,,,,,,,,,,,,,,,,
Ático en Corró d'Avall,Engel & Völkers MMC Barcelona,3.086 €/m²,355.000 €,115 m²,https://www.pisos.com/comprar/atico-corro_avall-48358737971_101800/,Anuncio actualizado el 19/11/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),115 m²,,,3,3,Menos de 5 años,,IF76306-I-00YRTZ-W-02XJND,,,,,,,,2ª,,Central,N/A,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Carretera Ronda Sud,IMMOEXIT,1.742 €/m²,420.000 €,241 m²,https://www.pisos.com/comprar/casa_adosada-can_bassa_palou08402-51684939943_100500/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),241 m²,180 m²,156 m²,5,3,Entre 20 y 30 años,,SA5768-133/12311,Gres,N/A,,,N/A,N/A,N/A,,,Gas natural,,,,,1,N/A,1,,Norte,,,Adosada,,,N/A,N/A,N/A,,,,,,,,,,,,
"Piso en Avinguda de les Escoles, 1",A DINS 1964 Serveis Immobiliaris S.L.,2.505 €/m²,238.000 €,95 m²,https://www.pisos.com/comprar/piso-sant_feliu_de_codines_centro_urbano-47579206878_417500/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),95 m²,85 m²,,3,1,,A estrenar,4175-100677,Gres,,N/A,N/A,,N/A,,2ª,N/A,N/A,N/A,,N/A,,,,1,,,,,,,N/A,,,,,,,,,,N/A,,N/A,,,
Casa en Els Saulons,NOVA FINQUES,2.043 €/m²,380.000 €,186 m²,https://www.pisos.com/comprar/casa-caldes_de_montbui_centro_urbano-31727995823_100500/,Anuncio actualizado el 19/09/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),186 m²,175 m²,400 m²,5,3,Entre 20 y 30 años,,SA3386-EIX64080/8710,Gres,N/A,,,N/A,N/A,N/A,,,N/A,,,,,1,N/A,1,,Sureste,,N/A,,,,,N/A,,,,N/A,,,,,,,,,
Casa pareada en calle Sant Celoni,FINQUES RIELLS I VIABREA,2.733 €/m²,380.000 €,139 m²,https://www.pisos.com/comprar/casa_pareada-sant_celoni_centro_urbano-15928037844_511708/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),139 m²,139 m²,80 m²,3,3,,A estrenar,511708-VC2183,Gres,,N/A,,,N/A,,,,,,,,,,,1,,Sur,,,Pareada,Aluminio,,,,,,,,N/A,N/A,Aluminio,N/A,,,,,
Casa en La Garriga,Engel & Völkers MMC Barcelona,1.544 €/m²,485.000 €,314 m²,https://www.pisos.com/comprar/casa-la_garriga_centro_urbano-50017888726_101800/,Anuncio actualizado el 29/01/2025,"G, G","G, G",valles_oriental (BCN),314 m²,,204 m²,4,2,Más de 50 años,,IF76306-I-00YVOH-W-02XBT2,,,,,,N/A,Privado,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda de Sant Esteve,RIVAS GRAN HABITAT,2.831 €/m²,235.000 €,83 m²,https://www.pisos.com/comprar/piso-sant_miquel_tres_torres08402-50918822627_996907/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),83 m²,82 m²,,3,1,Más de 50 años,En buen estado,996907-110449,Parquet,,N/A,,,,,Bajo,,Gas natural,N/A,,N/A,,,,,,Este,,,,Aluminio,,,,,,N/A,,,,,N/A,,,,,
Casa en Sant Feliu de Codines,Engel & Völkers MMC Barcelona,1.495 €/m²,598.000 €,400 m²,https://www.pisos.com/comprar/casa-sant_feliu_de_codines_centro_urbano-45006066798_101800/,Anuncio actualizado el 17/01/2025,"E, F","E, F",valles_oriental (BCN),400 m²,,866 m²,4,3,Entre 20 y 30 años,,IF76306-I-00YC2Y-W-02QR3V,,,N/A,,N/A,N/A,Privado,,,Central,,,,,1,,1,Propia,,,,,,,,,,,,,,,,,,,,,
Casa en calle Cl Turo de L Home,FINCAS EVA,1.154 €/m²,875.000 €,758 m²,https://www.pisos.com/comprar/casa-ametlla_del_valles_centro_urbano-47503243394_109300/,Anuncio actualizado el 20/01/2025,"E, E","E, E",valles_oriental (BCN),758 m²,750 m²,3.830 m²,5,5,Entre 30 y 50 años,,EP918-FE48005,N/A,,Independiente,,,,,,,Eléctrica,,,,,,,,,Norte::sur::este::oeste,,,,N/A,,,,,N/A,,,,,,,,,,,
