nombre,agencia,precio_m2,precio,superficie,codigo_postal,href,actualizacion,consumo,emisiones,Superficie construida,Habitaciones,Baños,Antigüedad,Referencia,Armarios empotrados,Calefacción,Garaje,Trastero,Puerta blindada,Ascensor,Terraza,Piscina,Superficie útil,Superficie solar,Conservación,Aire acondicionado,Jardín,Tipo de casa,Cocina equipada,Sistema de seguridad,Planta,Amueblado,Tipo suelo,Gastos de comunidad,Carpintería exterior,Teléfono,Comedor,Lavadero,Urbanizado,Calle alumbrada,Calle asfaltada,Exterior,Carpintería interior,Vidrios dobles,Portero automático,Balcón,Orientación,Soleado,Chimenea,Gas,Interior,Se aceptan mascotas,Adaptado a personas con movilidad reducida,Agua
Piso en calle del Duque,Aliseda Inmobiliaria,2.797 €/m²,221.000 €,79 m²,28148,https://www.pisos.com/comprar/piso-zona_suroeste-49251913074_105900/,2024-12-19,Error al procesar consumo,Error al procesar emisiones,79 m²,2,2,,AN1-ANT00038780387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Valleaguado-La Cañada,"ESTUDIO CAÑADA_VALLEAGUADO, S.L.",2.575 €/m²,257.500 €,100 m²,28049,https://www.pisos.com/comprar/piso-valleaguado_la_canada28823-48406238890_100200/,2024-11-06,"E, E","E, E",100 m²,4,2,Entre 30 y 50 años,TC171-597863,,N/A,,N/A,,,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Meco,BLUE HOME INMOBILIARIA,682 €/m²,167.260 €,245 m²,28083,https://www.pisos.com/comprar/chalet-meco_centro_urbano-49249150087_100500/,2025-01-07,Error al procesar consumo,Error al procesar emisiones,245 m²,6,1,Más de 50 años,SA1989-e0525,,,,,,,,,202 m²,43 m²,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de Jovellanos, 3",IAD ESPAÑA,1.303 €/m²,215.000 €,165 m²,28005,https://www.pisos.com/comprar/piso-pryconsa_juan_de_austria28805-51711515149_108700/,2025-02-19,"F, G","F, G",165 m²,1,1,Más de 50 años,UVC882-31999,,,,,,,,,165 m²,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ático en calle Real,  s/n",GILMAR-Madrid,Error al procesar precio m²,329.700 €,2,28002,https://www.pisos.com/comprar/atico-ajalvir_centro_urbano-5244455514_109700/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,,2,,,-0,,,N/A,N/A,,N/A,N/A,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finca rústica en Pueblo,INFINIT INMOBILIARIA,24 €/m²,299.000 €,321 m²,28122,https://www.pisos.com/comprar/finca_rustica-ribatejada_centro_urbano-42592747778_100500/,2025-02-03,"D, D","D, D",321 m²,4,2,,SA5173-INF0076/10685,1,Eléctrica,,,N/A,,N/A,Propia,272 m²,12.425 m²,,,,,,,,,Gres,,,,N/A,,,,,,,,,,Este,,N/A,,,,,N/A
"Piso en Pryconsa, Juan de Austria","ESTUDIO VIA COMPLUTENSE, S.L.",2.000 €/m²,250.000 €,125 m²,28005,https://www.pisos.com/comprar/piso-pryconsa_juan_de_austria28805-49261421012_100200/,2024-11-14,Error al procesar consumo,Error al procesar emisiones,125 m²,4,2,Más de 50 años,TC326-601026,,Central,,,,N/A,N/A,,,,Reformado,N/A,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Avenida de la Luz,CICLOACTIVOS S.L.,1.578 €/m²,180.000 €,114 m²,28083,https://www.pisos.com/comprar/piso-meco_centro_urbano-51750975549_991803/,2025-02-12,Error al procesar consumo,Error al procesar emisiones,114 m²,3,1,Entre 30 y 50 años,4991803-31417,,,,,,N/A,N/A,,114 m²,,A reformar,,,,,,3ª,,,,,,,,,,,N/A,,,,,,,,,,,,
Piso en Zona Sureste,"ESTUDIO LA PLATA TORREJON, S.L.U",2.478 €/m²,285.000 €,115 m²,28148,https://www.pisos.com/comprar/piso-zona_sureste-25082254385_100200/,2025-02-11,"E, E","E, E",115 m²,4,2,Entre 20 y 30 años,TC773-514641,,N/A,,,,,,,,,En buen estado,,,,N/A,,1ª,,Gres,,,,,,,,,,,,,,,,,,,,,
Piso en Venecia,GEPPCO ASESORES - ALCALA DE HENARES,2.666 €/m²,176.000 €,66 m²,28005,https://www.pisos.com/comprar/piso-venecia28803-51720046008_100500/,2025-02-11,"E, E","E, E",66 m²,1,1,Entre 20 y 30 años,SA2459-GPA-19146,1,,,,,N/A,,,,,En buen estado,N/A,,,,,2ª,,,Entre 80 y 100 €,,,,,,,,N/A,,,,,,,,,,,,
Piso en calle de Goya,GESTION MAGISTRAL GESTORIA MONICA DEL AMO,2.957 €/m²,420.000 €,142 m²,28005,https://www.pisos.com/comprar/piso-san_isidro_estacion28807-50906146665_522020/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,142 m²,4,2,Entre 20 y 30 años,4522020-000084,Dormitorios,Central,,N/A,,N/A,7 m² aprox. Abierta,,117 m²,,En buen estado,Frío y calor,,,Amueblada con todos los electrodomésticos,,3ª,N/A,Gres,Más de 100 €,Aluminio,,Independiente acceso a una terraza amplia,En cocina,,,,Algunos dormitorios,Sapelly madera,,N/A,,Este,N/A,,N/A,,,N/A,
"Casa adosada en calle de la Gran Vía, 12",Hercesa,2.858 €/m²,340.200 €,119 m²,28032,https://www.pisos.com/comprar/casa_adosada-camarma_de_esteruelas_centro_urbano-38350600856_109700/,2025-02-08,Error al procesar consumo,Error al procesar emisiones,119 m²,3,2,,4517782-P.2485,N/A,N/A,,,N/A,,,,,,A estrenar,,N/A,Adosada,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Linares,Estudio Juan De Austria El Val Slu,2.666 €/m²,280.000 €,105 m²,28005,https://www.pisos.com/comprar/piso-el_val_barrio28804-46708804104_100200/,2025-01-29,"E, E","E, E",105 m²,3,2,Entre 30 y 50 años,TC1065-592636,,,,,,N/A,,Comunitaria,,,En buen estado,,,,N/A,,1ª,,,,,,,,,,,,,,,,,,,,,,,
Piso en Sureste,CASSAS.es Inmobiliaria experta en Torrejón de Ardoz,3.857 €/m²,443.600 €,115 m²,28148,https://www.pisos.com/comprar/piso-zona_sureste-50064864884_100500/,2025-01-28,Error al procesar consumo,Error al procesar emisiones,115 m²,4,2,,SA555-46364324/1670,1,,1,N/A,,N/A,N/A,Comunitaria,,,,N/A,,,,,1ª,,,,,,,,,,,,,,,,Sureste,,,,,,,
"Chalet en calle Mayor, 21",IAD ESPAÑA,810 €/m²,240.000 €,296 m²,28083,https://www.pisos.com/comprar/chalet-meco_centro_urbano-48351035117_108700/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,296 m²,,,Más de 50 años,UVC882-28659,,,,,,,,,296 m²,296 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en calle de Gerardo Diego,REMAX URBE,2.388 €/m²,430.000 €,180 m²,28005,https://www.pisos.com/comprar/duplex-ensanche_espartales_ensanche28806-50017011291_100500/,2025-02-04,Error al procesar consumo,Error al procesar emisiones,180 m²,4,2,Entre 20 y 30 años,SA2484-3248-24293,1,,1,N/A,,N/A,N/A,N/A,,,En buen estado,N/A,N/A,,,,6ª,,,,,,,,,,,N/A,,,,,Norte,,,,,,,
Piso en Villalbilla,OCASIONCASA ALCALA,2.325 €/m²,200.000 €,86 m²,28172,https://www.pisos.com/comprar/piso-villalbilla_centro_urbano-4231597084_100500/,2024-05-20,Error al procesar consumo,Error al procesar emisiones,86 m²,3,1,Entre 30 y 50 años,SA327-MAD02-00270/6232,1,Gas natural,1,,N/A,,,,84 m²,,,N/A,,,,,1ª,,Tarima flotante,,,,,,,,,,,,,N/A,,,,,,,,
Casa en Avenida de las Arreñas,HOUSTEC,913 €/m²,180.000 €,197 m²,28012,https://www.pisos.com/comprar/casa-anchuelo_centro_urbano-51689961309_519322/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,197 m²,3,3,,4519322-H0103,,,,,,,,,197 m²,,A reformar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en calle de Jaén,CV INMOBILIARIA,1.862 €/m²,950.000 €,510 m²,28172,https://www.pisos.com/comprar/chalet-villalbilla_centro_urbano-50840673721_100500/,2025-01-17,"E, E","E, E",510 m²,5,4,,SA1497-1164,1,Gasoil,,,,,N/A,Propia,,1.470 m²,En buen estado,Frío,Privado,,Cocina amueblada,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en calle Andres Llorente,METRO CUADRADO VENDEMOS TODOS S.L.,1.559 €/m²,354.000 €,227 m²,28012,https://www.pisos.com/comprar/chalet-anchuelo_centro_urbano-50078204881_107700/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,227 m²,4,2,Entre 30 y 50 años,VE28-C0026-02304,,,,,,,,,113 m²,692 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Casco Histórico,OIH INMOBILIARIA,2.653 €/m²,520.000 €,196 m²,28005,https://www.pisos.com/comprar/piso-centro_casco_historico28805-51764507372_991741/,2025-02-12,Error al procesar consumo,Error al procesar emisiones,196 m²,5,3,,4991741-11496,Más de 2,Central,1,N/A,N/A,N/A,N/A,Comunitaria,175 m²,,En buen estado,Frío y calor,Comunitario,,N/A,N/A,4ª,,Parquet,,Aluminio,,,,,,,N/A,,,N/A,,,,,,,,,
"Chalet en calle de los Leones, 22",IAD ESPAÑA,1.941 €/m²,399.990 €,206 m²,28083,https://www.pisos.com/comprar/chalet-meco_centro_urbano-50932489593_108700/,2025-02-19,"D, D","D, D",206 m²,5,2,Entre 20 y 30 años,UVC882-31091,,N/A,,,,,N/A,,206 m²,300 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ático en La Espinilla-Parque Blanco,VIVA HOME,2.509 €/m²,512.000 €,204 m²,28049,https://www.pisos.com/comprar/atico-la_espinilla_parque_blanco28822-50834842804_106700/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,204 m²,4,3,,IFC76050-ÀTI_8171,,,,N/A,,N/A,,,153 m²,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en calle del Doctor Marañón,GRUPO SM HOMES,1.434 €/m²,330.000 €,230 m²,28084,https://www.pisos.com/comprar/casa-mejorada_del_campo_centro_urbano-50845765718_101800/,2025-02-03,"E, E","E, E",230 m²,3,2,,IF76811-Marañón,,Central,1,N/A,,,N/A,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Centro,MILLENIUM SERVICIOS INMOBILIARIOS,2.261 €/m²,178.660 €,79 m²,28154,https://www.pisos.com/comprar/piso-torres_de_la_alameda_centro_urbano-47557030058_100500/,2024-09-10,Error al procesar consumo,Error al procesar emisiones,79 m²,2,2,Más de 50 años,SA3384-00591/8697,1,,1,N/A,,N/A,N/A,Comunitaria,59 m²,,,,N/A,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,
Piso en Noreste,CASSAS.es Inmobiliaria experta en Torrejón de Ardoz,2.948 €/m²,294.800 €,100 m²,28148,https://www.pisos.com/comprar/piso-zona_noreste-50860376878_100500/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,100 m²,3,2,,SA555-50003228/1670,1,Gas natural,,,,N/A,N/A,,,,,N/A,,,,,4ª,,,,,,,,,,,,,,,,Este,,,,,,,
Piso en Loeches,Estudio Loeches-Torres De La Alameda Sl,1.383 €/m²,349.900 €,253 m²,28075,https://www.pisos.com/comprar/piso-loeches_centro_urbano-49265152885_100200/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,253 m²,4,3,Entre 20 y 30 años,TC929-601745,,N/A,1,,,,,N/A,,,En buen estado,,,,N/A,,,,Mármol,,,,,,,,,,,,N/A,N/A,,,,,,,,
"Piso en Pryconsa, Juan de Austria",GARSIERRA,2.020 €/m²,191.900 €,95 m²,28005,https://www.pisos.com/comprar/piso-pryconsa_juan_de_austria28804-50902607558_108500/,2025-01-30,Error al procesar consumo,Error al procesar emisiones,95 m²,3,1,,AG588-LUGO,N/A,N/A,,,N/A,N/A,No acristalada,,,,,,,,Individual,,,,,,,,,,,,,N/A,,N/A,,,Sur,,,,,,N/A,
Casa adosada en Meco,Estudio Meco Sl,1.088 €/m²,196.000 €,180 m²,28083,https://www.pisos.com/comprar/casa_adosada-meco_centro_urbano-40870472458_100200/,2024-08-08,"E, F","E, F",180 m²,3,2,Más de 50 años,TC885-570802,,Central,1,,,,,,,,En buen estado,N/A,N/A,Adosada,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en calle Camino Viejo De Cobeña,HIDALGO Y  PANTALEON,2.183 €/m²,404.000 €,185 m²,28104,https://www.pisos.com/comprar/chalet-paracuellos_de_jarama_centro_urbano-51759027992_100500/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,185 m²,3,2,Entre 20 y 30 años,SA5844-ALI0000139323,,,,,,,,,171 m²,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en calle de la Cruz,VOHOME PROPIEDADES TORREJON DE ARDOZ,1.515 €/m²,100.000 €,66 m²,28148,https://www.pisos.com/comprar/chalet-zona_noroeste-48431367099_100500/,2025-01-30,Error al procesar consumo,Error al procesar emisiones,66 m²,3,1,Más de 50 años,SA1478-GZG-12042085,,,,,,,N/A,,,66 m²,A reformar,,,,,,,,Parquet,,,,,,,,,,,,,,,,,,,,,
Ático en Las Sedas - El Olivar,OCASIONCASA ALCALA,3.787 €/m²,499.990 €,132 m²,28005,https://www.pisos.com/comprar/atico-garena28806-51717178640_100500/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,132 m²,4,2,Entre 5 y 10 años,SA327-MAD02-00435/6232,,Gas natural,1,N/A,N/A,N/A,N/A,,,,,N/A,,,,,Bajo,,,,,N/A,N/A,,,,,,,,,,,,,,,,,
Casa en Valverde de Alcala,MILLENIUM SERVICIOS INMOBILIARIOS,16 €/m²,595.000 €,36.000 m²,28166,https://www.pisos.com/comprar/casa-valverde_de_alcala_centro_urbano28812-45899046352_100500/,2024-11-27,Error al procesar consumo,Error al procesar emisiones,36.000 m²,4,2,Más de 50 años,SA3384-00570/8697,,N/A,1,N/A,,,N/A,N/A,213 m²,,,,N/A,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,N/A
Piso en Parque Roma-Coronas,REYLANK PROPIEDADES,3.398 €/m²,268.500 €,79 m²,28130,https://www.pisos.com/comprar/piso-parque_roma_coronas-49242267328_106700/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,79 m²,2,2,Entre 30 y 50 años,IFC75993-3760,,,,N/A,N/A,N/A,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Centro,MILLENIUM SERVICIOS INMOBILIARIOS,2.464 €/m²,194.710 €,79 m²,28154,https://www.pisos.com/comprar/piso-torres_de_la_alameda_centro_urbano-47535006834_100500/,2024-09-10,Error al procesar consumo,Error al procesar emisiones,79 m²,2,2,Más de 50 años,SA3384-00589/8697,1,,1,N/A,,N/A,N/A,Comunitaria,61 m²,,,,N/A,,,,Bajo,,,,,,,,,,,,,,,,,,,,,,,
Casa unifamiliar en Camarma de Esteruelas,Estudio Camarma La Garena Slu,1.236 €/m²,319.000 €,258 m²,28032,https://www.pisos.com/comprar/casa_unifamiliar-camarma_de_esteruelas_centro_urbano-49253926659_100200/,2025-01-16,Error al procesar consumo,Error al procesar emisiones,258 m²,8,1,Entre 30 y 50 años,TC1190-601560,,,,,,,,,,,En buen estado,,,Unifamiliar,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Milán,Cal Estudios Inmobiliarios,2.235 €/m²,190.000 €,85 m²,28148,https://www.pisos.com/comprar/piso-zona_noreste-50907567340_106000/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,85 m²,3,1,,NI90-10357,,,,,,,,,,,,,,,,,4ª,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en calle Valle del Jerte,CASSAS.es Inmobiliaria experta en Torrejón de Ardoz,3.434 €/m²,686.800 €,200 m²,28148,https://www.pisos.com/comprar/casa_adosada-zona_suroeste-45075486276_100500/,2024-11-26,Error al procesar consumo,Error al procesar emisiones,200 m²,3,3,Menos de 5 años,SA555-35996850/1670,1,N/A,1,N/A,N/A,,N/A,,,,,N/A,N/A,Adosada,,,,,,,,,,,,,,,,,,,Este,,,,,,,
Piso en Zona Estación,"ESTUDIO NUEVO HENARES 21, S.L.",1.939 €/m²,159.000 €,82 m²,28049,https://www.pisos.com/comprar/piso-zona_estacion28823-50003200713_100200/,2024-12-04,Error al procesar consumo,Error al procesar emisiones,82 m²,,1,Entre 30 y 50 años,TC679-600954,,N/A,,,,,N/A,,,,En buen estado,,,,N/A,,,,Parquet,Más de 100 €,,,,,,,,,,,,,,,,,,,,
Ático en Ajalvir,Alfa Arzal,3.909 €/m²,215.000 €,55 m²,28002,https://www.pisos.com/comprar/atico-ajalvir_centro_urbano-50841246547_101000/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,55 m²,1,1,,AF97-5407/3025,2,,,N/A,,N/A,9,N/A,55 m²,,,Frío,,,,,,,,,,,,,,,,N/A,,,,,Oeste,,,,,,,
Dúplex en calle Ronda de Saliente,MZ habitat,2.328 €/m²,326.000 €,140 m²,28148,https://www.pisos.com/comprar/duplex-zona_noroeste-26719358306_517810/,2025-01-20,Error al procesar consumo,Error al procesar emisiones,140 m²,4,2,,4517810-Ronda saliente Duplex,Más de 2,Gas natural,,,N/A,,,,120 m²,,En buen estado,Frío y calor,,,Con tendedero cerrado,,2ª,,Mármol,,Aluminio,N/A,,,,,,N/A,Madera,N/A,N/A,,Suroeste,N/A,,N/A,,,,
Piso en Torrejón de Ardoz,YOUR HOME SERVICIOS INMOBILIARIOS,2.234 €/m²,295.000 €,132 m²,28148,https://www.pisos.com/comprar/piso-zona_sureste-51755501864_100500/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,132 m²,2,2,Entre 20 y 30 años,SA4750-YH62,,Gas natural,,N/A,,N/A,,Comunitaria,85 m²,,En buen estado,,Privado,,Cocina equipada,,Bajo,,Tarima flotante,Entre 80 y 100 €,,,,,,,,N/A,,,,,,,,,,,,
Casa en calle Valle del Cabriel,Neinor Homes,3.234 €/m²,465.800 €,144 m²,28148,https://www.pisos.com/comprar/casa-zona_suroeste-47534385231_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,144 m²,3,3,,-2316,,,,,,,,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Caballeria Española,GESTORES Y ASESORES EN PRODUCTOS INMOBILIARIOS S.L,2.857 €/m²,180.000 €,63 m²,28005,https://www.pisos.com/comprar/piso-pryconsa_juan_de_austria28805-48379719972_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,63 m²,3,1,Más de 50 años,SA814-EX04064/3763,,Eléctrica,,,,N/A,N/A,,57 m²,,,N/A,,,,,2ª,,Mármol,Entre 80 y 100 €,,,,,,,,,,,,,,,,,,,,N/A
Casa adosada en Loeches,Estudio Loeches-Torres De La Alameda Sl,1.882 €/m²,272.916 €,145 m²,28075,https://www.pisos.com/comprar/casa_adosada-loeches_centro_urbano-49246823939_100200/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,145 m²,,1,Menos de 5 años,TC929-600036,,,,,,,,,,,En buen estado,,N/A,Adosada,,,,,Gres,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Quevedo,Alfa CLC Gestión Inmobiliaria,3.400 €/m²,340.000 €,100 m²,28104,https://www.pisos.com/comprar/piso-paracuellos_de_jarama_centro_urbano-51725179449_101000/,2025-02-08,Error al procesar consumo,Error al procesar emisiones,100 m²,2,2,,AF184-2209/44,2,,,N/A,N/A,N/A,12,N/A,71 m²,,,Frío,,,,"vigilancia 24h, con cámaras de seguridad",,,,,,,,,,,,N/A,,,,,Noroeste,,,,,,,
Casa adosada en Los Santos de la Humosa,Estudio Inmobiliario Pozo De Guadalajara Sl,571 €/m²,96.000 €,168 m²,28137,https://www.pisos.com/comprar/casa_adosada-los_santos_de_la_humosa_centro_urbano-45099392866_100200/,2024-11-08,Error al procesar consumo,Error al procesar emisiones,168 m²,5,,Más de 50 años,TC1010-584210,,,,,,,,,,,En buen estado,,,Adosada,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa pareada en Torrenieve,CASSAS.es Inmobiliaria experta en Torrejón de Ardoz,2.475 €/m²,534.600 €,216 m²,28148,https://www.pisos.com/comprar/casa_pareada-zona_sureste-40869391198_100500/,2024-11-25,Error al procesar consumo,Error al procesar emisiones,216 m²,4,3,,SA555-40870971/1670,1,Gas natural,1,,N/A,,N/A,Comunitaria,184 m²,,,N/A,N/A,Pareada,,,,,,,,,,,N/A,,,,,,,,Este,,,,,,,
Casa adosada en Fresnos,CASSAS.es Inmobiliaria experta en Torrejón de Ardoz,2.217 €/m²,569.800 €,257 m²,28148,https://www.pisos.com/comprar/casa_adosada-zona_suroeste-49188163496_100500/,2024-11-22,Error al procesar consumo,Error al procesar emisiones,257 m²,6,3,,SA555-49401323/1670,1,Gas natural,1,,,,N/A,,218 m²,,,N/A,,Adosada,,,,,Parquet,,,,,,,,,,,,,,Este,,,,,,,
Casa adosada en Meco,Estudio Meco Sl,1.270 €/m²,169.000 €,133 m²,28083,https://www.pisos.com/comprar/casa_adosada-meco_centro_urbano-43425420569_100200/,2025-02-07,"D, D","D, D",133 m²,4,3,Más de 50 años,TC885-580749,,Central,,,,,,,,,En buen estado,,Privado,Adosada,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Coslada,Gilmar Orgaz-Naciones,1.370 €/m²,485.000 €,354 m²,28049,https://www.pisos.com/comprar/chalet-coslada_casco_antiguo28822-50843043229_102100/,2025-02-10,Error al procesar consumo,Error al procesar emisiones,354 m²,2,2,,GM24-202537,,,,,,,,,,202 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Pryconsa, Juan de Austria",Estudio Alcala Barrio Estación Sl,2.517 €/m²,360.000 €,143 m²,28005,https://www.pisos.com/comprar/piso-pryconsa_juan_de_austria28805-51700360312_100200/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,143 m²,3,2,Entre 20 y 30 años,TC1084-609526,,N/A,,,,,,,,,En buen estado,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en San Isidro, Estación","ESTUDIO VIA COMPLUTENSE, S.L.",2.583 €/m²,279.000 €,108 m²,28005,https://www.pisos.com/comprar/piso-san_isidro_estacion28805-51669500198_100200/,2025-02-15,Error al procesar consumo,Error al procesar emisiones,108 m²,4,,Entre 30 y 50 años,TC326-608720,,,,,,,,,,,En buen estado,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Torrejón,MR. HOUSE REAL ESTATE,1.386 €/m²,140.000 €,101 m²,28148,https://www.pisos.com/comprar/piso-zona_noroeste-46759308078_100500/,2025-01-07,Error al procesar consumo,Error al procesar emisiones,101 m²,3,1,,SA208-8547HPG-AM,,,,,,,,,94 m²,,En buen estado,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,
Chalet en calle de Félix Rodríguez de la Fuente,IDOMUS.ES,1.898 €/m²,429.000 €,226 m²,28032,https://www.pisos.com/comprar/chalet-camarma_de_esteruelas_centro_urbano-49233750901_100500/,2025-01-30,Error al procesar consumo,Error al procesar emisiones,226 m²,5,3,Entre 30 y 50 años,SA2554-8900337,,,1,N/A,,,N/A,N/A,,344 m²,En buen estado,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa rústica en Mejorada del Campo,Estudio Mejorada Del Campo Sl,3.209 €/m²,199.000 €,62 m²,28084,https://www.pisos.com/comprar/casa_rustica-mejorada_del_campo_centro_urbano-50859852995_100200/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,62 m²,2,1,Entre 5 y 10 años,TC918-605306,,,,,,,,,,,En buen estado,,,Rústica,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Alcazaba-Hueros,OCASIONCASA ALCALA,2.548 €/m²,339.000 €,133 m²,28172,https://www.pisos.com/comprar/casa_adosada-villalbilla_centro_urbano-45922135429_100500/,2024-07-05,Error al procesar consumo,Error al procesar emisiones,133 m²,5,4,Entre 20 y 30 años,SA327-MAD02-00410/6232,1,Gas natural,,N/A,N/A,,N/A,Comunitaria,,,,N/A,N/A,Adosada,,,,,Gres,Entre 80 y 100 €,,,N/A,,N/A,,,,,,,,,,N/A,,,,,N/A
Chalet en calle del Zorro,C&S Servicios Inmobiliarios Integrales,2.900 €/m²,290.000 €,100 m²,28057,https://www.pisos.com/comprar/chalet-fresno_de_torote_centro_urbano-47535116280_527204/,2024-09-26,Error al procesar consumo,Error al procesar emisiones,100 m²,3,2,Menos de 5 años,4527204-55,Más de 2,Aerotermia,,,N/A,,,,90 m²,2.500 m²,A estrenar,,Privado,,N/A,,,,Gres,,PVC,N/A,,,N/A,N/A,N/A,,,N/A,,,,,N/A,,,,N/A,
Piso en Daganzo de Arriba,GEPPCO ASESORES - ALCALA DE HENARES,2.371 €/m²,185.000 €,78 m²,28053,https://www.pisos.com/comprar/piso-daganzo_de_arriba_centro_urbano-50844427637_100500/,2025-02-04,"E, E","E, E",78 m²,3,2,Entre 20 y 30 años,SA2459-GPA-19129,1,,,N/A,,,,,,,En buen estado,N/A,,,,,,,,,,,,,,,,N/A,,,,,Este,,,,,,,
Piso en Camarma de Esteruelas,Estudio Camarma La Garena Slu,2.347 €/m²,162.000 €,69 m²,28032,https://www.pisos.com/comprar/piso-camarma_de_esteruelas_centro_urbano-49201481828_100200/,2024-11-04,Error al procesar consumo,Error al procesar emisiones,69 m²,2,1,Entre 20 y 30 años,TC1190-597979,,N/A,1,,,,,,,,En buen estado,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Casa pareada en El Robledal 1,GESTORES Y ASESORES EN PRODUCTOS INMOBILIARIOS S.L,1.932 €/m²,315.000 €,163 m²,28172,https://www.pisos.com/comprar/casa_pareada-villalbilla_centro_urbano-50009196672_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,163 m²,5,3,Entre 10 y 20 años,SA814-EX04093/3763,,Gas natural,,,,,N/A,,159 m²,,,,N/A,Pareada,,,,,,,,,,,,,,,,,,,Noreste,,,,,,,N/A
Piso en Centro,CASSAS.es Inmobiliaria experta en Torrejón de Ardoz,2.382 €/m²,166.800 €,70 m²,28148,https://www.pisos.com/comprar/piso-zona_noroeste-51720685865_100500/,2025-02-08,Error al procesar consumo,Error al procesar emisiones,70 m²,1,2,,SA555-48466151/1670,,Gas natural,,,,,,,,,,,,,,,Bajo,,,,,,,,,,,,,,,,,,,,,,,
Casa en Daganzo de Arriba,SAFTI ESPAÑA,2.220 €/m²,493.000 €,222 m²,28053,https://www.pisos.com/comprar/casa-daganzo_de_arriba_centro_urbano-51701615472_100500/,2025-02-13,"D, D","D, D",222 m²,5,3,Entre 20 y 30 años,SA3541-REF_32455,,Gas natural,1,,,,N/A,N/A,190 m²,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Marmol y Oxigeno,CASSAS.es Inmobiliaria experta en Torrejón de Ardoz,961 €/m²,384.600 €,400 m²,28148,https://www.pisos.com/comprar/casa-zona_sureste-42515086405_100500/,2024-08-08,Error al procesar consumo,Error al procesar emisiones,400 m²,4,3,,SA555-45033075/1670,1,N/A,1,N/A,,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,
