nombre,agencia,precio_m2,precio,superficie,codigo_postal,href,actualizacion,consumo,emisiones,Superficie construida,Habitaciones,Baños,Antigüedad,Conservación,Referencia,Tipo suelo,Aire acondicionado,Calefacción,Ascensor,Superficie útil,Gastos de comunidad,Amueblado,Armarios empotrados,Puerta blindada,Terraza,Orientación,Planta,Exterior,Cocina equipada,Comedor,Trastero,Portero automático,Soleado,Garaje,Vidrios dobles,Agua,Interior,Piscina,Carpintería interior,Carpintería exterior,Gas,Lavadero,Sistema de seguridad,Adaptado a personas con movilidad reducida,Balcón,Jardín,Superficie solar,Tipo de casa,Se aceptan mascotas,No se aceptan mascotas,Teléfono,Chimenea,Calle alumbrada,Urbanizado,Calle asfaltada,Luz
Chalet en Peñagrande,Gilmar Mirasierra,3.790 €/m²,1.395.000 €,368 m²,28079,https://www.pisos.com/comprar/chalet-fuencarral_el_pardo_el_pardo28035-25862375777_102100/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,368 m²,5,6,,,GM23-174175,,,,,,,,,,,Oeste,,,,,,,,2,,,,N/A,,,,,,,,N/A,254 m²,,,,,,,,,
"Piso en calle Arte Figurativo Con Avenida Gran Vía del Sureste,  S/N","PREMIER ESPAÑA, S.A.",4.448 €/m²,484.900 €,109 m²,28079,https://www.pisos.com/comprar/piso-ensanche_de_vallecas_valdecarros28051-5146494345_109700/,2025-02-10,Error al procesar consumo,Error al procesar emisiones,109 m²,3,2,,A estrenar,4991481-21722030,,,,N/A,,,,,,N/A,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Ventas,"RICARDO ORTIZ 2019, S.L.U.",4.320 €/m²,350.000 €,81 m²,28079,https://www.pisos.com/comprar/piso-ventas28017-51743688836_100200/,2025-02-17,"F, E","F, E",81 m²,3,1,Más de 50 años,En buen estado,TC636-609517,,,,,,,,,,,,7ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Paseo de Perales,Linkcasa Servicios  Inmobiliario,3.355 €/m²,255.000 €,76 m²,28079,https://www.pisos.com/comprar/piso-puerta_del_angel-49167007386_100500/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,76 m²,3,1,Más de 50 años,,SA1457-P-4024/5300,Parquet,,Gas natural,,71 m²,Entre 60 y 80 €,N/A,,N/A,N/A,Sur,1ª,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,N/A,,,,,
Piso en Palomeras Bajas,"DESARROLLO VALLECAS 2015, S.L.",3.382 €/m²,159.000 €,47 m²,28079,https://www.pisos.com/comprar/piso-palomeras_bajas28053-50834177990_100200/,2025-02-10,"E, E","E, E",47 m²,1,,Entre 10 y 20 años,En buen estado,TC461-606583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Universidad-Malasaña,Huspy,9.400 €/m²,329.000 €,35 m²,28079,https://www.pisos.com/comprar/piso-universidad_malasana28004-51679755209_108500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,35 m²,1,1,,,AG662-4de2071f-8349-4ca8-abe3-e670c6a0fc27,,N/A,,,,,N/A,N/A,,,Oeste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Las Águilas,TECNOCASA--ESTUDIO GENERAL FANJUL,3.163 €/m²,249.900 €,79 m²,28079,https://www.pisos.com/comprar/piso-las_aguilas28044-50879403078_100200/,2025-01-28,Error al procesar consumo,Error al procesar emisiones,79 m²,,1,Más de 50 años,Reformado,TC153-607031,Parquet,N/A,N/A,N/A,,,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Alberto Palacios,Estudio Paseo Alberto Palacios Sl,2.660 €/m²,149.000 €,56 m²,28079,https://www.pisos.com/comprar/piso-villaverde_san_andres28021-51703386116_100200/,2025-02-15,"E, E","E, E",56 m²,3,1,Más de 50 años,En buen estado,TC1038-607396,,N/A,N/A,,,,,,,,,3ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Palacio,Huspy,6.240 €/m²,780.000 €,125 m²,28079,https://www.pisos.com/comprar/piso-centro_palacio28005-51758037707_108500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,125 m²,2,2,,,AG662-12139c61-8688-4ab3-9ebd-444a61e1296b,,N/A,Gas natural,,,,,,,,Sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de San Gumersindo, 22",REGISTRO DE DEMANDANTES DE VIVIENDA Y SUELO EN COOPERATIVA,4.990 €/m²,389.280 €,78 m²,28079,https://www.pisos.com/comprar/piso-ventas28017-3990183454_109700/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,78 m²,1,2,,A estrenar,STD1-20620281,,,,N/A,,,,,,N/A,,Bajo,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,
"Chalet en calle de Julián Camarillo, 56","PREMIER ESPAÑA, S.A.",4.875 €/m²,1.374.900 €,282 m²,28079,https://www.pisos.com/comprar/chalet-san_blas_simancas28037-4923791920_109700/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,282 m²,4,3,,A estrenar,4991481-21597973,,,,,,,,,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Estudio en Acacias,Huspy,8.307 €/m²,108.000 €,13 m²,28079,https://www.pisos.com/comprar/estudio-acacias28005-51702423561_108500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,13 m²,,1,,,AG662-8814bf6b-538c-44c0-830a-f1ee49f50b38,,N/A,Eléctrica,,,,,N/A,,,Este,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Casa de Campo,"ESTUDIO INMOBILIARIO RIBERA DEL MANZANARES, S.L.U.",8.333 €/m²,250.000 €,30 m²,28079,https://www.pisos.com/comprar/piso-casa_de_campo28008-50889602707_100200/,2025-02-05,Error al procesar consumo,Error al procesar emisiones,30 m²,1,1,Menos de 5 años,A estrenar,TC52-606890,Mármol,N/A,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Piso en Avenida de Abrantes,ACIERTO CASA,2.675 €/m²,214.000 €,80 m²,28079,https://www.pisos.com/comprar/piso-abrantes28025-48376346322_101800/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,80 m²,3,1,,,IF5026-DA17VU,,,,N/A,,,,,,,,8ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Castellana,ALABA PROPERTIES REAL ESTATE,8.425 €/m²,3.185.000 €,378 m²,28079,https://www.pisos.com/comprar/piso-salamanca_castellana28006-45073831764_106700/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,378 m²,5,4,Más de 50 años,,IFC76282-VR-310523-MC,,,,N/A,329 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Universidad-Malasaña,Huspy,9.500 €/m²,950.000 €,100 m²,28079,https://www.pisos.com/comprar/piso-universidad_malasana28015-51759446611_108500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,100 m²,3,2,,,AG662-84eb6768-9cfe-483e-9203-d030fdc21799,,N/A,Gas natural,N/A,,,N/A,,,,Sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle del Monte Montjuich,Proisa Inmobiliaria SL,2.505 €/m²,238.000 €,95 m²,28079,https://www.pisos.com/comprar/piso-casco_historico_de_vallecas28031-51737746520_998861/,2025-02-20,"E, E","E, E",95 m²,3,1,Entre 30 y 50 años,En buen estado,4998861-007298,Gres,,Gas natural,N/A,75 m²,,,,N/A,N/A,Sureste,1ª,N/A,,,,N/A,N/A,,N/A,,,,,Aluminio,,N/A,,,,,,,,,,,,,,
Piso en calle de Morejón,OFICINA ELOY GONZALO SERVIVIENDA,4.285 €/m²,300.000 €,70 m²,28079,https://www.pisos.com/comprar/piso-chamberi_almagro28010-49239285775_362300/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,70 m²,1,1,Más de 50 años,En buen estado,3623-30022,,,,N/A,60 m²,"70,21€ + 6 meses de derrama de 50€",,1,,,Sur,Bajo,N/A,Independiente,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Fuente del Berro,HAUSLINKS,4.912 €/m²,506.000 €,103 m²,28079,https://www.pisos.com/comprar/piso-fuente_del_berro28028-38403087337_526913/,2024-11-05,Error al procesar consumo,Error al procesar emisiones,103 m²,1,1,,A estrenar,4526913-101233866,N/A,Frío y calor,Eléctrica,,102 m²,Entre 80 y 100 €,N/A,Más de 2,,,Norte,Bajo,,N/A,N/A,N/A,,N/A,,N/A,,N/A,,N/A,PVC,,N/A,,N/A,,,,,,,,N/A,,,,
Piso en calle de Eulalia Paino,Area Inmocarabanchel 2024 Sl,2.797 €/m²,193.000 €,69 m²,28079,https://www.pisos.com/comprar/piso-abrantes28025-51712972544_100200/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,69 m²,2,1,Más de 50 años,En buen estado,TC1079-610004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Universidad-Malasaña,Huspy,10.169 €/m²,1.200.000 €,118 m²,28079,https://www.pisos.com/comprar/piso-universidad_malasana28015-51757696536_108500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,118 m²,2,2,,,AG662-ca60236f-a246-47f6-a4f9-e586e002df3a,,N/A,,N/A,,,,,,,Este,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Escosura,CENTRAL HOUSE.,6.237 €/m²,499.000 €,80 m²,28079,https://www.pisos.com/comprar/piso-chamberi_arapiles28015-50878493783_100500/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,80 m²,1,2,,En buen estado,SA2644-107135633,,,,,78 m²,,,1,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Argüelles,Huspy,20.000 €/m²,1.500.000 €,75 m²,28079,https://www.pisos.com/comprar/apartamento-moncloa_aravaca_arguelles28008-51716088779_108500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,75 m²,2,2,,,AG662-62a4542e-6203-4cf2-9be6-ffd9785cd123,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Guindalera,Olive Tree Real Estate,6.103 €/m²,470.000 €,77 m²,28079,https://www.pisos.com/comprar/apartamento-guindalera28028-48354390482_106700/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,77 m²,1,2,,,IFC76097-APA_852,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Tetuán,Gilmar Castellana-Orense,4.296 €/m²,580.000 €,135 m²,28079,https://www.pisos.com/comprar/piso-bellas_vistas28020-45917947378_102100/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,135 m²,3,2,,,GM4-198937,,,,,,,,,,3,Este,,Exterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avenida del Ensanche de Vallecas,Inmobiliaria VOhome La Gavia,4.200 €/m²,420.000 €,100 m²,28079,https://www.pisos.com/comprar/piso-ensanche_de_vallecas_valdecarros28051-50040413439_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,100 m²,3,2,Entre 5 y 10 años,En buen estado,SA1606-171614,Tarima flotante,Frío,Gas natural,N/A,74 m²,Más de 100 €,,1,N/A,N/A,,1ª,N/A,Cocina amueblada,,N/A,,,1,N/A,,,Comunitaria,,,,,,,,Comunitario,,,,,,,,,,
Piso en calle de Bretón de los Herreros,DON CHAMBERI,5.451 €/m²,725.000 €,133 m²,28079,https://www.pisos.com/comprar/piso-rios_rosas28003-48391407301_108900/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,133 m²,4,2,,,XA785-531041,,,,N/A,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Paseo de la Castellana,HAUSLINKS,3.871 €/m²,871.000 €,225 m²,28079,https://www.pisos.com/comprar/piso-justicia_chueca28046-39195651586_526913/,2024-11-05,Error al procesar consumo,Error al procesar emisiones,225 m²,8,2,,En buen estado,4526913-101233868,Tarima flotante,Frío,Central,N/A,175 m²,Más de 100 €,,Más de 2,,,Norte,2ª,N/A,N/A,N/A,,N/A,N/A,1,N/A,,,,N/A,Aluminio,,,N/A,N/A,,,,,N/A,,,,,,,
Apartamento en Justicia-Chueca,Huspy,12.498 €/m²,4.362.000 €,349 m²,28079,https://www.pisos.com/comprar/apartamento-justicia_chueca28001-51707845672_108500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,349 m²,6,4,,,AG662-10ecf455-2420-44fd-ac23-424a62ab8a82,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Arcos de Jalón,GIA INMOBILIARIA,2.771 €/m²,255.000 €,92 m²,28079,https://www.pisos.com/comprar/piso-arcos28037-40060134043_403500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,92 m²,3,1,Entre 30 y 50 años,En buen estado,4035-003384,Gres,,Gas natural,N/A,85 m²,50€ aprox.,,,"Muy cerca centro comercial las rosas, metro y bus.",Una en el salón y el tendedero las 2 acristaladas.,,1ª,N/A,"Amueblada con electrodomésticos, caldera nueva",,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de José María de Castro,REMAX HORIZON Las Rozas,3.333 €/m²,320.000 €,96 m²,28079,https://www.pisos.com/comprar/piso-tetuan_cuatro_caminos28020-50060075711_100500/,2025-02-20,"E, D","E, D",96 m²,1,2,Entre 30 y 50 años,En buen estado,SA2483-3367-04415,,N/A,,N/A,,Entre 60 y 80 €,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en San Fermín,REAL ESTATE GABINETE INMOBILIARIO,2.720 €/m²,204.000 €,75 m²,28079,https://www.pisos.com/comprar/piso-san_fermin-51753964181_525871/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,75 m²,2,1,,En buen estado,4525871-000015,Tarima flotante,Frío y calor,Gas natural,,75 m²,,,2,N/A,N/A,,3ª,,N/A,N/A,,,,,N/A,,,,N/A,,N/A,,,,,,,,,,N/A,,,,,
"Piso en calle Vereda de La Cebolla Con calle Ferenc Puskas,  S/N","PREMIER ESPAÑA, S.A.",4.143 €/m²,372.900 €,90 m²,28079,https://www.pisos.com/comprar/piso-el_canaveral-5177098995_109700/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,90 m²,2,2,,A estrenar,4991481-0,,,,N/A,,,,,,N/A,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Almagro,Huspy,7.861 €/m²,833.325 €,106 m²,28079,https://www.pisos.com/comprar/piso-chamberi_almagro28010-51720638264_108500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,106 m²,1,1,,,AG662-1269ea17-8cf0-4c74-bdf7-a57f0bbb1c73,,N/A,Eléctrica,,,,,N/A,,,Este,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Alcalá,Vohome Quintana,4.220 €/m²,249.000 €,59 m²,28079,https://www.pisos.com/comprar/piso-ciudad_lineal_pueblo_nuevo28027-48420498662_100500/,2025-01-30,Error al procesar consumo,Error al procesar emisiones,59 m²,2,1,Más de 50 años,En buen estado,SA4061-QUIN1011,,Frío,Gas natural,N/A,,,,1,,N/A,,1ª,N/A,Cocina amueblada,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle calle de Carlota O’Neill,Alfa Arturo Soria,5.833 €/m²,1.050.000 €,180 m²,28079,https://www.pisos.com/comprar/piso-ciudad_lineal_san_pascual-47541127803_101000/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,180 m²,5,3,,,AF16-1543/543,,,,N/A,150 m²,,,,,7,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle del Monte Montjuich,HM INMOBILIARIA,2.016 €/m²,238.000 €,118 m²,28079,https://www.pisos.com/comprar/piso-villa_de_vallecas_santa_eugenia28031-51763736936_528352/,2025-02-20,"E, D","E, D",118 m²,3,1,,En buen estado,4528352-8363,,,,N/A,100 m²,,,,,En salón cerrada,Sur,1ª,N/A,,,N/A,En el portal,N/A,,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en Madrid,INMO AMR,2.517 €/m²,214.000 €,85 m²,28079,https://www.pisos.com/comprar/piso-orcasur28041-51761762615_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,85 m²,2,1,Entre 30 y 50 años,En buen estado,SA2054-AMR - DT1094,Tarima flotante,,Gas natural,,77 m²,Entre 40 y 60 €,,1,N/A,N/A,Sureste,3ª,N/A,,,,,N/A,,N/A,,,,,,,,,,N/A,,,,N/A,,,,,,,
Piso en calle de Pablo Lafargue,Estudio Inmobiliario La Elipa Slu,3.203 €/m²,249.900 €,78 m²,28079,https://www.pisos.com/comprar/piso-ventas28017-49228895623_100200/,2024-12-03,"E, E","E, E",78 m²,3,1,Más de 50 años,En buen estado,TC807-600619,,,,,,,,,,,,3ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Embajadores-Lavapiés,GRINVAL,4.324 €/m²,160.000 €,37 m²,28079,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-43355355341_501113/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,37 m²,1,1,Más de 50 años,En buen estado,501113-1035,Gres,,,,31 m²,"45,50 €/mes",,,,,,Bajo,,Amueblada,Salón de paso,,N/A,,,,,N/A,,Puertas lacadas en blanco,Tipo climalit,,,,,,,,,,,,,,,,
Piso en Universidad-Malasaña,Huspy,7.435 €/m²,1.450.000 €,195 m²,28079,https://www.pisos.com/comprar/piso-universidad_malasana28008-51725209927_108500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,195 m²,1,1,,,AG662-3e17ee4b-cb82-4df2-9bcd-2d4fa765f34c,,,,N/A,,,,,,,Oeste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Muela de San Juan,INMOBILIARIA  MAQUEDA,3.326 €/m²,173.000 €,52 m²,28079,https://www.pisos.com/comprar/piso-casco_historico_de_vallecas28031-39169651748_101800/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,52 m²,2,1,,,IF76754-muela de san juan,,,Central,,,,N/A,1,N/A,,Sureste,1ª,,N/A,,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,
Piso en Embajadores,Gilmar Embajadores,6.750 €/m²,1.890.000 €,280 m²,28079,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-44190531087_102100/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,280 m²,7,4,,,GM16-197541,,,,,,,,,,,Noreste,,Exterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carabanchel,GLOBALPISO PAU CARABANCHEL,2.135 €/m²,173.000 €,81 m²,28079,https://www.pisos.com/comprar/piso-carabanchel_buenavista28044-47532924714_105700/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,81 m²,2,1,Más de 50 años,,GB12-PAU2007 PISO EN VENTA EN CARABANCHEL - BUENAVISTA,,,Gas natural,,68 m²,,,,,Patio de unos 10m²,-1,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Uría,Oficina Parque Santa Maria Sl,4.647 €/m²,330.000 €,71 m²,28079,https://www.pisos.com/comprar/piso-pinar_del_rey28033-51743752105_100200/,2025-02-03,"E, E","E, E",71 m²,2,1,Entre 30 y 50 años,En buen estado,TC910-607897,,N/A,N/A,N/A,,,,,,,,2ª,,,,,,,,,,,Comunitaria,,,,,,,,Comunitario,,,,,,,,,,
"Dúplex en calle de López de Aranda, 6","URBAZO, S.L.",8.267 €/m²,835.000 €,101 m²,28079,https://www.pisos.com/comprar/duplex-ciudad_lineal_quintana-4991798026_109700/,2025-01-31,Error al procesar consumo,Error al procesar emisiones,101 m²,2,3,,A estrenar,4990179-21603929,,,,,,,,,,N/A,,Bajo,,,,N/A,,,N/A,,,,,,,,,,,,Privado,,,,,,,,,,
Piso en Ciudad Jardín,"ESTUDIO PROSPERIDAD II SERVICIOS INMOBILIARIOS, S.L.",4.397 €/m²,365.000 €,83 m²,28079,https://www.pisos.com/comprar/piso-chamartin_ciudad_jardin28002-48422925537_100200/,2025-02-04,"E, E","E, E",83 m²,2,1,Más de 50 años,En buen estado,TC168-598667,,N/A,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Piso en San Cristóbal,REAL ESTATE GABINETE INMOBILIARIO,2.287 €/m²,183.000 €,80 m²,28079,https://www.pisos.com/comprar/piso-villaverde_san_cristobal-51699266249_525871/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,80 m²,3,1,,En buen estado,4525871-000021,Tarima flotante,,Gas natural,,80 m²,,N/A,,N/A,,,6ª,,N/A,N/A,,,,,,,N/A,,,PVC,N/A,,,,,,,,,,N/A,,,,,
Piso en Conde Orgaz,Gilmar Orgaz-Naciones,6.296 €/m²,850.000 €,135 m²,28079,https://www.pisos.com/comprar/piso-chamartin_prosperidad28043-48363846823_102100/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,135 m²,4,2,,,GM24-201115,,,,,,,,,,,,,Exterior,,,,,,1,,,,N/A,,,,,,,,N/A,,,,,,,,,,
Piso en Ciudad Jardín,Gilmar Avenida América,7.948 €/m²,1.550.000 €,195 m²,28079,https://www.pisos.com/comprar/piso-chamartin_ciudad_jardin28002-49252621399_102100/,2024-12-16,Error al procesar consumo,Error al procesar emisiones,195 m²,3,3,,,GM20-204074,,,,,,,,,,,,,Exterior,,,N/A,,,1,,,,N/A,,,,,,,,N/A,,,,,,,,,,
Piso en calle de la Colegiata,Grupo Inmobiliario Mejocasa,8.982 €/m²,1.500.000 €,167 m²,28079,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-49182445716_993362/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,167 m²,4,3,Más de 50 años,A estrenar,4993362-89597,Tarima maciza,Frío y calor,Calor azul bajo consumo,N/A,146 m²,,,Más de 2,N/A,,Sur,2ª,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,,,,Lacada en blanco,PVC,N/A,N/A,N/A,N/A,,,,,,,,,,,,
Piso en calle de la Abejuela,OCA SERVICIOS INMOBILIARIARIOS,3.500 €/m²,245.000 €,70 m²,28079,https://www.pisos.com/comprar/piso-latina_aluche28047-48397787681_101800/,2025-02-08,"E, F","E, F",70 m²,3,1,Más de 50 años,,IF76266-Calle Abejuela,,,Central,,,,N/A,1,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Paseo de Ginebra,INMOLINE,5.258 €/m²,305.000 €,58 m²,28079,https://www.pisos.com/comprar/piso-san_blas_rosas28022-49174849238_106000/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,58 m²,1,1,,,NI485-1207,Tarima flotante,A/a f/c,Gas natural,3,45 m²,,Cocina amueblada,N/A,,,,6ª,,Americana - amueblada con elec.,N/A,,,,,,Gas natural,,,,Puente térmico,,,,,,,,,,,,,,,,
Piso en Avenida de Ntra. Sra. de Valvanera,"ESTUDIO VALVANERA, S.L",3.080 €/m²,268.000 €,87 m²,28079,https://www.pisos.com/comprar/piso-carabanchel_vista_alegre28025-51756085471_100200/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,87 m²,3,1,Más de 50 años,En buen estado,TC290-610632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Adelfas,Gilmar Jerónimos-Retiro,6.380 €/m²,670.000 €,105 m²,28079,https://www.pisos.com/comprar/piso-adelfas28007-40047856483_102100/,2025-02-12,Error al procesar consumo,Error al procesar emisiones,105 m²,3,2,,,GM17-192577,,,,,,,,,,,,,Exterior,,,,,,,,,,N/A,,,,,,,,N/A,,,,,,,,,,
Loft en Piovera,WillCoSpain,3.804 €/m²,350.000 €,92 m²,28079,https://www.pisos.com/comprar/loft-piovera28043-50048511156_106700/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,92 m²,1,2,Menos de 5 años,,IFC76075-LOF_550,,,,,70 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de la Encomienda de Palacios,VOHOME SANTA EUGENIA,4.316 €/m²,259.000 €,60 m²,28079,https://www.pisos.com/comprar/piso-fontarron-50911949923_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,60 m²,3,1,Más de 50 años,En buen estado,SA5087-1301820,Tarima flotante,,Gas natural,N/A,50 m²,Entre 40 y 60 €,,,,,,4ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle del Hachero,REDPISO | ADELFAS - PACÍFICO - PUENTE VALLECAS,2.888 €/m²,130.000 €,45 m²,28079,https://www.pisos.com/comprar/piso-san_diego28053-51758387043_993066/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,45 m²,1,1,Más de 50 años,En buen estado,"4993066-Apartamento en venta en CALLE HACHERO, San Diego,",,,,,35 m²,,,,,,,Bajo,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Pueblo Nuevo,"ESTUDIO ALCALA ASCAO, S.L.",3.291 €/m²,158.000 €,48 m²,28079,https://www.pisos.com/comprar/piso-ciudad_lineal_pueblo_nuevo28017-51712409126_100200/,2025-02-18,"G, G","G, G",48 m²,2,1,Más de 50 años,En buen estado,TC181-608362,,,N/A,N/A,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Comillas,"ESTUDIO MADRID COMILLAS, S.L.",3.170 €/m²,260.000 €,82 m²,28079,https://www.pisos.com/comprar/piso-carabanchel_comillas28019-45855130471_100200/,2024-12-20,"E, E","E, E",82 m²,2,2,Más de 50 años,A estrenar,TC201-588930,,N/A,N/A,,,,,,,,,,,N/A,,,N/A,,,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en Peñagrande,"ESTUDIO ISLA DE AROSA, S.L.U.",6.250 €/m²,550.000 €,88 m²,28079,https://www.pisos.com/comprar/piso-penagrande28035-51686333465_100200/,2025-02-20,"E, E","E, E",88 m²,3,2,Entre 30 y 50 años,En buen estado,TC133-607717,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa pareada en calle de las Poderosas,"OFICINA BARAJAS, S.L.U.",2.025 €/m²,160.000 €,79 m²,28079,https://www.pisos.com/comprar/casa_pareada-casco_historico_de_barajas-48395690017_100200/,2025-01-31,Error al procesar consumo,Error al procesar emisiones,79 m²,2,1,Más de 50 años,En buen estado,TC757-596097,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pareada,,,,,,,,
Piso en calle Vía Carpetana,REDPISO PROYECTO VISTALEGRE,3.811 €/m²,263.000 €,69 m²,28079,https://www.pisos.com/comprar/piso-latina_aluche28047-46721000503_104700/,2025-01-13,Error al procesar consumo,Error al procesar emisiones,69 m²,3,1,Más de 50 años,En buen estado,STA7-RP302024129003,Parquet,,Gas natural,N/A,57 m²,,,,,,Sureste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle Vereda de La Cebolla Con calle Ferenc Puskas,  S/N","PREMIER ESPAÑA, S.A.",4.426 €/m²,424.900 €,96 m²,28079,https://www.pisos.com/comprar/piso-el_canaveral-5105255933_109700/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,96 m²,3,2,,A estrenar,4991481-0,,,,N/A,,,,,,N/A,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,
