nombre,agencia,precio_m2,precio,superficie,codigo_postal,href,actualizacion,consumo,emisiones,Superficie construida,Habitaciones,Baños,Antigüedad,Conservación,Referencia,Tipo suelo,Aire acondicionado,Calefacción,Ascensor,Superficie útil,Gastos de comunidad,Amueblado,Armarios empotrados,Puerta blindada,Terraza,Orientación,Planta,Exterior,Cocina equipada,Comedor,Trastero,Portero automático,Soleado,Garaje,Vidrios dobles,Agua,Interior,Piscina,Carpintería interior,Carpintería exterior,Gas,Lavadero,Sistema de seguridad,Adaptado a personas con movilidad reducida,Balcón,Jardín,Superficie solar,Tipo de casa,Se aceptan mascotas,No se aceptan mascotas,Teléfono,Chimenea,Calle alumbrada,Urbanizado,Calle asfaltada,Luz
Casa en calle de Ramón Serrano,REDPISO CARABANCHEL ZONA  MUÑOZ GRANDES,2.933 €/m²,220.000 €,75 m²,28079,https://www.pisos.com/comprar/casa-carabanchel_vista_alegre28025-40084962496_520821/,2025-02-04,Error al procesar consumo,Error al procesar emisiones,75 m²,2,1,Más de 50 años,A reformar,STA15-RP1372023122036,,,,,74 m²,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa unifamiliar en Fuentelarreina,DIPLOMATIC REAL ESTATE,6.060 €/m²,4.000.000 €,660 m²,28079,https://www.pisos.com/comprar/casa_unifamiliar-fuentelarreina28035-19197237241_996542/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,660 m²,5,5,Menos de 5 años,A estrenar,996542-632-JG,,,,,600 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,1.385 m²,Unifamiliar,,,,,,,,
Piso en calle de O'Donnell,DIPLOMATIC REAL ESTATE,6.521 €/m²,3.000.000 €,460 m²,28079,https://www.pisos.com/comprar/piso-ibiza28009-35057819165_996542/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,460 m²,4,5,Entre 30 y 50 años,Reformado,996542-3616-JG,Tarima maciza,Frío y calor,Central,N/A,430 m²,,,Más de 2,N/A,De 20  y 10 n2,Sur,3ª,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,,,,,PVC,N/A,,,N/A,,,,,,,,,,,,
Piso en Recoletos,LARENA REAL ESTATE,17.966 €/m²,2.695.000 €,150 m²,28079,https://www.pisos.com/comprar/piso-recoletos28001-50025784382_100500/,2024-12-11,Error al procesar consumo,Error al procesar emisiones,150 m²,3,3,Entre 30 y 50 años,,SA5745-00027/12224,,N/A,Central,N/A,,Más de 100 €,,,,,,5ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de José Ortega y Gasset,SARAGO SERVICIOS INMOBILIARIOS,8.800 €/m²,2.200.000 €,250 m²,28079,https://www.pisos.com/comprar/piso-lista_barrio28006-47501244532_109300/,2024-09-12,Error al procesar consumo,Error al procesar emisiones,250 m²,4,5,Más de 50 años,,EP1019-SRG48,,N/A,N/A,N/A,,,,,,,,1ª,N/A,N/A,,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,,,
Piso en calle de Fuencarral,FORTUNY MADRID REAL ESTATE,5.059 €/m²,1.189.000 €,235 m²,28079,https://www.pisos.com/comprar/piso-justicia_chueca28013-39225600502_100500/,2024-11-08,Error al procesar consumo,Error al procesar emisiones,235 m²,6,7,,En buen estado,SA2499-PIS2910,,N/A,,N/A,,,,1,,,,2ª,N/A,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en calle de Rafael Calvo,DE ROJAS INMOBILIARIA,10.862 €/m²,630.000 €,58 m²,28079,https://www.pisos.com/comprar/piso-chamberi_almagro28010-50838570535_109300/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,58 m²,1,1,Más de 50 años,,EP693-admiP-591,,,N/A,,58 m²,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Prosperidad,"OFICINA PROSPERIDAD 2019, S.L.",6.730 €/m²,599.000 €,89 m²,28079,https://www.pisos.com/comprar/piso-chamartin_prosperidad28002-51763070213_100200/,2025-02-20,"E, E","E, E",89 m²,3,2,Más de 50 años,Reformado,TC622-608897,,N/A,Central,N/A,,,,,,,,1ª,,N/A,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Núñez de Balboa,"DIZA SOLUCIONES INMOBILIARIAS,S.L",13.275 €/m²,3.080.000 €,232 m²,28079,https://www.pisos.com/comprar/piso-recoletos28001-49233258677_100500/,2025-01-29,Error al procesar consumo,Error al procesar emisiones,232 m²,3,3,,A estrenar,SA88-DS-P77645,Tarima flotante,Frío,Central,N/A,,,,1,,,,1ª,N/A,Cocina amueblada,,,,N/A,1,N/A,,,,,,,,N/A,,N/A,,,,,,,,,,,
Piso en Goya,AURIGA Real Estate,15.041 €/m²,1.459.000 €,97 m²,28079,https://www.pisos.com/comprar/piso-goya28001-50027571480_108900/,2024-12-04,"E, E","E, E",97 m²,2,2,Más de 50 años,,XA195-24136-28VRC,,N/A,Individual,N/A,84 m²,,N/A,,N/A,N/A,Oeste,5ª,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Lista,Huspy,9.541 €/m²,1.250.000 €,131 m²,28079,https://www.pisos.com/comprar/piso-lista_barrio28006-51700184631_108500/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,131 m²,4,2,,,AG662-8e106e6b-0617-4e3a-8aaa-90a70a64a2d1,,,Gas natural,N/A,,,,N/A,,,Norte,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Ibiza,Huspy,9.947 €/m²,1.900.000 €,191 m²,28079,https://www.pisos.com/comprar/apartamento-ibiza28009-51755900871_108500/,2025-02-17,"D, D","D, D",191 m²,3,3,,,AG662-fc38d1f5-6c1f-46b6-b45d-9a70a98918bb,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Alcalá,MB URBAN SPACES,17.905 €/m²,2.650.000 €,148 m²,28079,https://www.pisos.com/comprar/piso-recoletos28009-49171110338_524228/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,148 m²,3,4,Más de 50 años,Reformado,524228-000338,Tarima flotante,Frío y calor,Central,N/A,130 m²,Más de 100 €,N/A,Más de 2,N/A,,Sur,1ª,N/A,N/A,N/A,N/A,,,,,,,,,PVC,,N/A,,,,,,,,,,,,,,
Piso en calle del General Díaz Porlier,DE ROJAS INMOBILIARIA,10.499 €/m²,1.364.900 €,130 m²,28079,https://www.pisos.com/comprar/piso-goya28001-51675592994_109300/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,130 m²,2,2,Más de 50 años,,EP693-admiP-527,,,,N/A,130 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Argüelles,Huspy,6.909 €/m²,380.000 €,55 m²,28079,https://www.pisos.com/comprar/piso-moncloa_aravaca_arguelles28008-51738759555_108500/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,55 m²,2,1,,,AG662-f2896703-1dab-46d8-8c28-ea64921fa917,,,,N/A,,,,,,,Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Matilde Hernández,REDPISO CARABANCHEL ZONA  MUÑOZ GRANDES,2.662 €/m²,205.000 €,77 m²,28079,https://www.pisos.com/comprar/piso-carabanchel_vista_alegre28025-51666947859_104700/,2025-02-12,Error al procesar consumo,Error al procesar emisiones,77 m²,2,1,Más de 50 años,En buen estado,STA15-RP1372025134603,Gres,,Gas natural,,64 m²,Entre 40 y 60 €,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en El Viso,Gilmar Viso - Chamartín,10.714 €/m²,1.500.000 €,140 m²,28079,https://www.pisos.com/comprar/piso-justicia_chueca28046-51678981864_102100/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,140 m²,,,,,GM5-157348,,,,,,,,,,,,,Exterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Rejas,Huspy,4.718 €/m²,335.000 €,71 m²,28079,https://www.pisos.com/comprar/piso-rejas28022-51699158128_108500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,71 m²,1,1,,,AG662-c757d34b-70c9-46e7-a,,N/A,Gas natural,,,,,N/A,,No acristalada,,,N/A,,,N/A,,,,,,,Comunitaria,,,,,,,,Comunitario,,,,,,,,,,
Piso en calle del Duque de Sesto,"DIZA SOLUCIONES INMOBILIARIAS,S.L",8.561 €/m²,1.190.000 €,139 m²,28079,https://www.pisos.com/comprar/piso-goya28009-25929329079_100500/,2025-01-25,Error al procesar consumo,Error al procesar emisiones,139 m²,3,3,,A estrenar,SA88-DS-P22455,Parquet,Frío,,,,,,1,,,Sur,2ª,N/A,Cocina amueblada,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Castellana,DE ROJAS INMOBILIARIA,10.547 €/m²,1.329.000 €,126 m²,28079,https://www.pisos.com/comprar/piso-salamanca_castellana28006-47594208410_109300/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,126 m²,2,2,Más de 50 años,,EP693-admiP-494,,N/A,N/A,,126 m²,,N/A,,,mtrs=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chalet en calle de Pléyades,  s/n",SINGLE HOME OBRA NUEVA MADRID,Error al procesar precio m²,4.500.000 €,A estrenar,28079,https://www.pisos.com/comprar/chalet-moncloa_aravaca_aravaca28023-4710772760_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,,,,,A estrenar,4994062-21326409,,,,,,,,,,N/A,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Maudes,TRATOPERSONAL,6.418 €/m²,950.000 €,148 m²,28079,https://www.pisos.com/comprar/piso-rios_rosas28003-50089717932_100500/,2025-01-24,Error al procesar consumo,Error al procesar emisiones,148 m²,3,2,Más de 50 años,En buen estado,"SA3385-reformado, exterior 14 ventanas",,N/A,Central,N/A,133 m²,Más de 100 €,,1,,,Sur,3ª,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,
Piso en calle de Amparo Usera,Te Compro La Casa,1.593 €/m²,145.000 €,91 m²,28079,https://www.pisos.com/comprar/piso-moscardo28026-50093999341_100500/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,91 m²,3,1,,En buen estado,SA2144-TCC_10442,,,,,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Puerta Bonita,MADRID HOUSE SERVICE REAL ESTATE,2.592 €/m²,280.000 €,108 m²,28079,https://www.pisos.com/comprar/piso-puerta_bonita28025-51728862755_108500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,108 m²,3,4,,,AG649-PIS0005,Tarima flotante,N/A,Gas natural,N/A,96 m²,,N/A,N/A,N/A,No acristalada,,,N/A,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Plaza de Santa Bárbara,"DIZA SOLUCIONES INMOBILIARIAS,S.L",13.095 €/m²,1.100.000 €,84 m²,28079,https://www.pisos.com/comprar/piso-justicia_chueca28004-49224887048_100500/,2025-01-25,Error al procesar consumo,Error al procesar emisiones,84 m²,2,2,,A estrenar,SA88-DS-P33050,,Frío,N/A,N/A,,,N/A,1,,,Sureste,4ª,N/A,Cocina amueblada,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Delicias,Huspy,5.882 €/m²,1.100.000 €,187 m²,28079,https://www.pisos.com/comprar/piso-arganzuela_delicias-51713654690_108500/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,187 m²,4,2,,,AG662-fe280346-70fd-4a63-a23d-8c22f084b326,,N/A,Gas natural,N/A,,,,N/A,,,Sur,,,,,N/A,,,,,,,Comunitaria,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Marqués de Casa Tilly,  S/N",FORO CONSULTORES INMOBILIARIOS,2.258 €/m²,560.000 €,248 m²,28079,https://www.pisos.com/comprar/casa_adosada-el_canaveral-43354862645_109700/,2025-02-10,Error al procesar consumo,Error al procesar emisiones,248 m²,4,3,,A estrenar,FP2-79923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,,,,,
Piso en Tetuán,Gilmar Castellana-Orense,5.978 €/m²,275.000 €,46 m²,28079,https://www.pisos.com/comprar/piso-bellas_vistas28039-51682704862_102100/,2025-02-16,Error al procesar consumo,Error al procesar emisiones,46 m²,2,1,,,GM4-201792,,,,,,,,,,,,,Exterior,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Orión,"OFICINA BARAJAS, S.L.U.",3.544 €/m²,280.000 €,79 m²,28079,https://www.pisos.com/comprar/piso-casco_historico_de_barajas-50919169697_100200/,2025-02-06,Error al procesar consumo,Error al procesar emisiones,79 m²,2,1,Entre 20 y 30 años,En buen estado,TC757-605995,,,,,,,,,,,,1ª,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
Chalet en calle Camarines,TEAM JAVIER VILLALBA,2.874 €/m²,2.800.000 €,974 m²,28079,https://www.pisos.com/comprar/chalet-moncloa_aravaca_aravaca28023-49186096108_101800/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,974 m²,10,5,,,IF5563-SEÑORÍO MONCLOA,,,Central,,,,N/A,1,,N/A,,,,,,,,,1,,,,Propia,,,,N/A,,,,Privado,3.600 m²,,,,,,,,,
Piso en calle de Portalegre,REDPISO CARABANCHEL OPAÑEL,2.850 €/m²,230.890 €,81 m²,28079,https://www.pisos.com/comprar/piso-opanel28019-50859294306_520820/,2025-02-04,Error al procesar consumo,Error al procesar emisiones,81 m²,3,1,Más de 50 años,A reformar,4520820-135202182521,Gres,,Gas natural,,73 m²,Entre 40 y 60 €,,1,,Abierta,,Bajo,N/A,,,,,,,,,,,,Aluminio,,,,,,,,,,,,,,,,
Dúplex en calle de Asunción Castell,LIVASA,5.909 €/m²,650.000 €,110 m²,28079,https://www.pisos.com/comprar/duplex-tetuan_cuatro_caminos28020-44264460609_521211/,2024-05-23,Error al procesar consumo,Error al procesar emisiones,110 m²,3,2,Menos de 5 años,A estrenar,4521211-1111100008,,Frío y calor,Eléctrica,,110 m²,,N/A,Más de 2,,N/A,Suroeste,Bajo,N/A,N/A,,,N/A,N/A,1,,,,Comunitaria,,Crsital,,,,N/A,N/A,Privado,,,,,,,,,,
Piso en calle de Mercedes Arteaga,REDPISO ESTUDIO URGEL 2010,4.218 €/m²,270.000 €,64 m²,28079,https://www.pisos.com/comprar/piso-opanel28019-50919815829_104700/,2025-02-10,Error al procesar consumo,Error al procesar emisiones,64 m²,2,1,Más de 50 años,En buen estado,STA12-RP512025133678,,,,N/A,53 m²,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Coca,Linkcasa Servicios  Inmobiliario,3.326 €/m²,173.000 €,52 m²,28079,https://www.pisos.com/comprar/piso-lucero28047-50899796609_100500/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,52 m²,2,1,Más de 50 años,,SA1457-P-4026/5300,,,Eléctrica,,43 m²,Entre 40 y 60 €,N/A,1,N/A,,Norte,Bajo,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,,,,
Piso en calle de Cervantes,EXCLUSIVE WORLD HOME,11.302 €/m²,2.690.000 €,238 m²,28079,https://www.pisos.com/comprar/piso-cortes_huertas28014-45898294141_100500/,2025-01-24,Error al procesar consumo,Error al procesar emisiones,238 m²,3,4,,En buen estado,SA5433-8616,,N/A,,N/A,,,,1,,N/A,,1ª,N/A,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en Lista,Huspy,15.500 €/m²,1.550.000 €,100 m²,28079,https://www.pisos.com/comprar/piso-lista_barrio28006-51690845027_108500/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,100 m²,3,2,,,AG662-5ea8cce0-3c30-43b9-8b52-1490169a2e25,,N/A,Gas natural,N/A,,,N/A,N/A,,,Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Valdemarín,Gilmar Pozuelo-Aravaca,5.945 €/m²,2.200.000 €,370 m²,28079,https://www.pisos.com/comprar/chalet-valdemarin-51703830568_102100/,2025-02-10,Error al procesar consumo,Error al procesar emisiones,370 m²,6,5,,,GM31-205084,,,,,,,,,,,,,,,,,,,2,,,,N/A,,,,,,,,N/A,377 m²,,,,,,,,,
Piso en Los Ángeles,"ESTUDIO CIUDAD DE LOS ANGELES 2020, S.L.U.",1.303 €/m²,129.000 €,99 m²,28079,https://www.pisos.com/comprar/piso-villaverde_los_angeles28041-51688375093_100200/,2025-02-17,"D, A","D, A",99 m²,3,1,Más de 50 años,En buen estado,TC748-608033,,,N/A,,,,,,,,,1ª,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Universidad-Malasaña,TRATOPERSONAL,6.888 €/m²,310.000 €,45 m²,28079,https://www.pisos.com/comprar/piso-universidad_malasana28004-49181254980_100500/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,45 m²,2,1,,En buen estado,SA3385-2 dormitorios en Malasaña,,N/A,,,40 m²,,,1,,,Este,1ª,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Chalet en El Plantío,Huspy,5.476 €/m²,3.450.000 €,630 m²,28079,https://www.pisos.com/comprar/chalet-moncloa_aravaca_el_plantio-51721803653_108500/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,630 m²,7,7,,,AG662-ec3656e0-888f-469c-a137-e86fbdc2dd63,,,,,,,,N/A,,,Sur,,,,,,,,,,,,Privada,,,,,,,,N/A,,,,,,,,,,
Piso en calle de Fernán González,DE ROJAS INMOBILIARIA,9.221 €/m²,959.000 €,104 m²,28079,https://www.pisos.com/comprar/piso-ibiza28009-47502834002_109300/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,104 m²,3,3,Más de 50 años,,EP693-admiP-500,,N/A,N/A,N/A,104 m²,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Castellana,VIVIENDA 2,7.983 €/m²,950.000 €,119 m²,28079,https://www.pisos.com/comprar/piso-salamanca_castellana28006-51720675747_105100/,2025-02-08,Error al procesar consumo,Error al procesar emisiones,119 m²,3,2,,,VI2-10008411,Parquet,,N/A,N/A,,,,,,,,,N/A,,,,,,,,,,,,Madera,,,,,,,,,,,,,,,,
Piso en Carrera San Jerónimo,HERNAN INMOBILIARIA,9.392 €/m²,789.000 €,84 m²,28079,https://www.pisos.com/comprar/piso-cortes_huertas28014-51762417599_100500/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,84 m²,2,2,Más de 50 años,En buen estado,SA5515-107372455,,N/A,,,68 m²,Más de 100 €,,1,,,Norte,4ª,N/A,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en Castellana-Orense,Gilmar Castellana-Orense,5.138 €/m²,1.850.000 €,360 m²,28079,https://www.pisos.com/comprar/piso-justicia_chueca28046-51690308531_102100/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,360 m²,17,4,,,GM4-203038,,,,,,,,,,,,,,,,,,,,,,Interior,N/A,,,,,,,,N/A,,,,,,,,,,
Piso en Embajadores,VIVIENDA 2,8.490 €/m²,424.500 €,50 m²,28079,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28012-45867483934_105100/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,50 m²,2,1,,,VI2-10008236,Tarima flotante,,N/A,N/A,,,,,,,Este,6ª,,,,,,,,,,N/A,,,Aluminio,,,,,,,,,,,,,,,,
"Piso en calle de Emilio Ferrari, 18",TEN PISO ALCALA GESTION INMOBILIARIA,4.333 €/m²,325.000 €,75 m²,28079,https://www.pisos.com/comprar/piso-ciudad_lineal_pueblo_nuevo28017-51743825111_525207/,2025-02-12,Error al procesar consumo,Error al procesar emisiones,75 m²,3,2,Entre 30 y 50 años,En buen estado,"4525207-Excelente ocasión, piso próximo al Metro, con Asce",Parquet,Frío y calor,Gas natural,N/A,66 m²,Entre 60 y 80 €,,1,N/A,Dos terrazas.,Este,2ª,N/A,Amplia y amueblada,Independiente y a la calle,,,,1,,,,,,Aluminio,N/A,,,,,,,,,,,,,,,
Piso en calle del El Toboso,DG REAL ESTATE,1.472 €/m²,132.500 €,90 m²,28079,https://www.pisos.com/comprar/piso-carabanchel_san_isidro28019-51720213776_100500/,2025-02-07,"D, D","D, D",90 m²,2,3,Más de 50 años,En buen estado,SA5647-TOBOSO,,,,,,Entre 20 y 40 €,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Madrid,"DIZA SOLUCIONES INMOBILIARIAS,S.L",6.837 €/m²,5.299.000 €,775 m²,28079,https://www.pisos.com/comprar/chalet-moncloa_aravaca_aravaca28023-48356459276_100500/,2025-01-31,Error al procesar consumo,Error al procesar emisiones,775 m²,6,6,,A estrenar,SA88-DS-P77622,Tarima flotante,Frío,N/A,,,,,1,,N/A,,,,Cocina amueblada,,N/A,,,1,,,,Propia,,,,,N/A,,,Privado,1.454 m²,,,,,,,,,
Piso en Almagro,Huspy,10.400 €/m²,780.025 €,75 m²,28079,https://www.pisos.com/comprar/piso-chamberi_almagro28010-51678550129_108500/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,75 m²,1,1,,,AG662-245f42a4-b05c-43b8-8fc3-9e2353362521,,N/A,Eléctrica,N/A,,,,N/A,,,Este,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Conde Orgaz,Gilmar Orgaz-Naciones,8.421 €/m²,1.280.000 €,152 m²,28079,https://www.pisos.com/comprar/piso-chamartin_prosperidad28043-37535504724_102100/,2025-02-16,Error al procesar consumo,Error al procesar emisiones,152 m²,3,2,,,GM24-189925,,,,,,,,,,14,Noroeste,,Exterior,,,N/A,,,2,,,,N/A,,,,,,,,N/A,,,,,,,,,,
Piso en Recoletos,AURIGA Real Estate,11.241 €/m²,1.349.000 €,120 m²,28079,https://www.pisos.com/comprar/piso-recoletos28001-47505102984_108900/,2024-10-22,"E, E","E, E",120 m²,2,2,Más de 50 años,,XA195-24106-28VRC,,N/A,Individual,N/A,115 m²,,N/A,,N/A,N/A,Sur,1ª,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de Rufino González, 59",PRYGESA,4.301 €/m²,271.000 €,63 m²,28079,https://www.pisos.com/comprar/piso-san_blas_simancas28037-4568744173_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,63 m²,1,1,,A estrenar,4992541-4026146529,,,,,,,,,,N/A,,5ª,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Maqueda,MASTERPISO,3.548 €/m²,330.000 €,93 m²,28079,https://www.pisos.com/comprar/piso-latina_aluche28024-50041521136_518874/,2025-02-19,"D, D","D, D",93 m²,3,2,Más de 50 años,En buen estado,4518874-M-279,Tarima,,Central,N/A,90 m²,Entre 60 y 80 €,,Más de 2,N/A,N/A,Suroeste,5ª,N/A,N/A,,N/A,,N/A,1,,,,,Madera lacadas en blanco,Aluminio,N/A,,,,N/A,,,,,,,,,,,
Piso en Adelfas,Gilmar Jerónimos-Retiro,4.394 €/m²,835.000 €,190 m²,28079,https://www.pisos.com/comprar/piso-atocha28007-51753671879_102100/,2025-02-06,Error al procesar consumo,Error al procesar emisiones,190 m²,3,2,,,GM17-170498,,,,,,,,,,,,,Exterior,,,N/A,,,1,,,,N/A,,,,,,,,N/A,,,,,,,,,,
Piso en El Pardo,Huspy,1.815 €/m²,1.815.000 €,1.000 m²,28079,https://www.pisos.com/comprar/piso-fuencarral_el_pardo_el_pardo28035-51701037831_108500/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,1.000 m²,6,5,,,AG662-2165b86b-ea86-4186-916f-4cac6eadcc7c,,N/A,,,,,N/A,N/A,,,,,,,,N/A,,,,,,,,,,,,,,,N/A,,,,,,,,,,
Piso en calle de la Virgen de la Paz,"ESTUDIO DONOSTIARRA, S.L.",3.982 €/m²,450.000 €,113 m²,28079,https://www.pisos.com/comprar/piso-concepcion-51751166958_100200/,2025-02-07,"E, E","E, E",113 m²,4,2,Más de 50 años,En buen estado,TC705-607655,,N/A,Central,N/A,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Goya,Huspy,6.902 €/m²,1.270.000 €,184 m²,28079,https://www.pisos.com/comprar/piso-goya28006-51675454198_108500/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,184 m²,3,2,,,AG662-3f84165f-6d88-4021-ad0e-5cc2dd5597bb,,N/A,Eléctrica,N/A,,,,N/A,,,Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Lope de Rueda,LARENA REAL ESTATE,12.624 €/m²,1.679.000 €,133 m²,28079,https://www.pisos.com/comprar/piso-ibiza28009-50042792290_100500/,2024-12-09,Error al procesar consumo,Error al procesar emisiones,133 m²,2,2,,,SA5745-00022/12224,,N/A,Gas natural,N/A,,,,,,,,4ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de la Academia,DIPLOMATIC REAL ESTATE,11.511 €/m²,990.000 €,86 m²,28079,https://www.pisos.com/comprar/piso-jeronimos28014-47517739103_996542/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,86 m²,2,3,Más de 50 años,Reformado,996542-4027-AM,Tarima maciza,Frío y calor,,N/A,82 m²,,N/A,,,,Noreste,6ª,N/A,Completamente equipada,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Núñez de Balboa,"DIZA SOLUCIONES INMOBILIARIAS,S.L",10.000 €/m²,3.400.000 €,340 m²,28079,https://www.pisos.com/comprar/piso-salamanca_castellana28006-45855726915_100500/,2025-02-02,Error al procesar consumo,Error al procesar emisiones,340 m²,5,4,Más de 50 años,En buen estado,SA88-DS-P11106,,Frío,Central,N/A,300 m²,Más de 100 €,N/A,1,,N/A,Oeste,3ª,N/A,Cocina amueblada,,,,,,,,,,,,,N/A,,,,Comunitario,,,,,,,,,,
Piso en calle Orense,DIPLOMATIC REAL ESTATE,7.027 €/m²,1.300.000 €,185 m²,28079,https://www.pisos.com/comprar/piso-tetuan_cuatro_caminos28020-7593443808_996542/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,185 m²,2,1,Más de 50 años,Reformado,996542-1770-DG,,Frío y calor,Central,N/A,164 m²,,N/A,,N/A,,Sur,1ª,N/A,N/A,N/A,,N/A,N/A,,,,,,,,N/A,,,,,,,,,,,,,,,
Piso en calle de la Palma,DE ROJAS INMOBILIARIA,6.753 €/m²,959.000 €,142 m²,28079,https://www.pisos.com/comprar/piso-universidad_malasana28004-50037391954_109300/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,142 m²,2,2,Más de 50 años,,EP693-admiP-320,,N/A,N/A,,142 m²,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Fernández Caro,Alfa Arturo Soria,5.895 €/m²,395.000 €,67 m²,28079,https://www.pisos.com/comprar/piso-concepcion-50885489293_101000/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,67 m²,2,1,,,AF16-1543/570,,,,,56 m²,,,,,,,,N/A,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en calle de Velázquez,HERNAN INMOBILIARIA,16.217 €/m²,1.119.000 €,69 m²,28079,https://www.pisos.com/comprar/piso-recoletos28001-50883437049_100500/,2025-02-10,Error al procesar consumo,Error al procesar emisiones,69 m²,2,2,Más de 50 años,En buen estado,SA5515-107075050,,N/A,,N/A,54 m²,Entre 60 y 80 €,,1,,,,3ª,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
